DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE,Random Split (Cross Val) Urban,TestIndex
KE202200001211,2022,KE,2.698308183314277,0.6914902073722999,,,,,False,72.0,2022.0,U,-0.58381,35.180333,KEGE8AFL,Buret,Rift Valley,Kenya,KEN,KEGE8AFL00001211.tif,25.0,17.46015872943722,split1,0.9530769583647202
CI202100000507,2021,CI,-1.2310542035128602,0.3485282288410489,0.288834422657952,0.2981089224680697,,,False,112.0,2021.0,U,5.78760635639,-6.61064818539,CIGE81FL,Nawa,Bas Sassandra,Cote d'Ivoire,CIV,CIGE81FL00000507.tif,21.28,12.787174697121092,split1,0.6088846927421713
BF202100000459,2021,BF,0.9413569595183884,0.5381402720453883,0.5638071895424837,0.581911090124123,0.301,0.3046192259675406,False,108.0,2021.0,U,13.5597146311,-2.41526609238,BFGE81FL,Yatenga,Nord,Burkina Faso,BFA,BFGE81FL00000459.tif,16.70175438596491,13.897539494817964,split1,0.7536362493706399
KE202200001076,2022,KE,-1.0892118374526476,0.360908491518436,0.480324074074074,0.4957473241590213,,,False,123.0,2022.0,U,0.274139,36.538715,KEGE8AFL,Laikipia,Rift Valley,Kenya,KEN,KEGE8AFL00001076.tif,19.432835820895523,16.883041411156302,split1,0.3084156076319067
BF202100000116,2021,BF,-0.0212267794115355,0.4541241923088518,0.4176388888888889,0.4310493119266054,0.674,0.770287141073658,False,125.0,2021.0,U,12.3385408961,-1.59258576582,BFGE81FL,Kadiogo,Centre,Burkina Faso,BFA,BFGE81FL00000116.tif,21.933333333333334,15.520207349072116,split1,0.42539986646192196
LB201900000206,2019,LB,0.9018231994949676,0.5346896927346416,0.6098063973063973,0.6293873366694467,0.57,0.6404494382022472,False,136.0,2019.0,U,6.280137,-10.683629,LBGE7AFL,Greater Monrovia,Montserrado,Liberia,LBR,LBGE7AFL00000206.tif,20.2972972972973,14.06124541896348,split1,0.37049338739123105
TZ202200000545,2022,TZ,2.027940128678821,0.6329792501918988,,,,,False,103.0,2022.0,U,-5.727225,39.295567,TZGE81FL,Kaskazini A,Kaskazini Unguja,Tanzania,TZA,TZGE81FL00000545.tif,29.796296296296298,22.613553816515413,split1,0.1039311539707134
GN201800000236,2018,GN,-1.096236752255814,0.3602953440296769,0.4317307692307692,0.4455936838390966,0.22,0.2034956304619226,True,112.0,2018.0,U,10.376243,-9.288802,GNGE71FL,Kankan,Kankan,Guinea,GIN,GNGE71FL00000236.tif,18.344827586206897,16.20759159802432,split1,0.2853585278641343
CI202100000478,2021,CI,2.4855706060683334,0.6729220802265805,0.6145833333333334,0.6343176605504587,,,False,116.0,2021.0,U,7.07169124563,-3.96092126631,CIGE81FL,Iffou,Lacs,Cote d'Ivoire,CIV,CIGE81FL00000478.tif,23.67692307692308,17.895624196563116,split1,0.22745085775995555
TZ201500000317,2015,TZ,-0.9054843261427626,0.3769445667352961,0.3421296296296296,0.3531154434250764,,,False,89.0,2015.0,U,-7.953851,31.603034,TZGE7AFL,Sumbawanga Urban,Rukwa,Tanzania,TZA,TZGE7AFL00000317.tif,20.875,19.01469196800984,split1,0.13715075001115562
MD202100000187,2021,MD,3.7463731175789103,0.7829672431096091,0.7254751461988304,0.7487702197006276,,,False,122.0,2021.0,U,-20.540875,47.244051,MDGE81FL,Ambositra,Amoron I Mania,Madagascar,MDG,MDGE81FL00000187.tif,27.529411764705884,20.34806865912039,split1,0.7787505087032545
TZ201500000433,2015,TZ,2.6390703776388387,0.6863198227046992,0.548611111111111,0.5662270642201834,,,False,112.0,2015.0,U,-4.536651,35.384257,TZGE7AFL,Hanang,Manyara,Tanzania,TZA,TZGE7AFL00000433.tif,21.035714285714285,15.384720029614131,split1,0.3921355506096238
AO201500000018,2015,AO,-1.8521038331343531,0.2943218745340141,0.3564102564102564,0.3678546224417784,,,False,122.0,2015.0,U,-9.553536,16.389127,AOGE71FL,Malanje,Malanje,Angola,AGO,AOGE71FL00000018.tif,15.966666666666669,13.528333940624009,split1,0.7659693600461426
CM201800000246,2018,CM,3.5567822205675044,0.7664194008010123,0.6987922705314009,0.7212305544475468,0.726,0.8352059925093633,False,110.0,2018.0,U,4.011315,9.74161,CMGE71FL,Wouril,Littoral,Cameroon,CMR,CMGE71FL00000246.tif,23.566037735849054,17.692359752557973,split1,0.38908418499147457
AO201500000395,2015,AO,2.2391000195036423,0.6514096739640876,0.6133986928104576,0.6330949811117107,,,True,114.0,2015.0,U,-5.601281,12.203132,AOGE71FL,Cabinda,Cabinda,Angola,AGO,AOGE71FL00000395.tif,24.64583333333333,17.051223932276898,split1,0.9191060594727053
CM201800000020,2018,CM,2.766748754635352,0.6974638263570937,0.6699074074074074,0.6914181957186544,0.699,0.8014981273408239,False,124.0,2018.0,U,3.525336,11.513008,CMGE71FL,Nyong - Et - So'o,Centre,Cameroon,CMR,CMGE71FL00000020.tif,19.548387096774192,15.457692041748524,split1,0.36803839365363356
ZW201500000018,2015,ZW,3.611807390867473,0.7712220989024554,0.7077777777777778,0.7305045871559633,0.699,0.8014981273408239,False,90.0,2015.0,U,-20.158344,28.547046,ZWGE72FL,Bulawayo,Bulawayo,Zimbabwe,ZWE,ZWGE72FL00000018.tif,24.52173913043478,17.638013405942644,split1,0.029944967639842
TZ202200000388,2022,TZ,1.559071533343798,0.5920555365465627,0.4917211328976034,0.507510343586976,,,False,107.0,2022.0,U,-2.551545,32.953915,TZGE81FL,Nyamagana,Mwanza,Tanzania,TZA,TZGE81FL00000388.tif,20.311475409836067,17.322952965748996,split1,0.5332511076997594
KE202200000013,2022,KE,1.6470496159922623,0.5997344254659599,0.6571895424836601,0.6782919589854289,,,False,89.0,2022.0,U,-3.968096,39.735706,KEGE8AFL,Mombasa,Coast,Kenya,KEN,KEGE8AFL00000013.tif,22.0,16.3149556474352,split1,0.6166933599257193
MZ201500000007,2015,MZ,0.5698707982346836,0.5057162764124186,0.4808404558404558,0.4962802869912961,0.455,0.4968789013732834,True,123.0,2015.0,U,-19.123371,33.478197,MZGE71FL,Cidade de Chimoio,Manica,Mozambique,MOZ,MZGE71FL00000007.tif,21.39344262295082,17.196199859779668,split1,0.07755401163346243
NG201800000941,2018,NG,3.5344393113847192,0.7644692705800991,0.7100000000000001,0.7327981651376148,0.64,0.7278401997503123,False,98.0,2018.0,U,5.175342,7.701241,NGGE7BFL,Ikot Ekpene,Akwa Ibom,Nigeria,NGA,NGGE7BFL00000941.tif,27.696428571428573,17.805943484595907,split1,0.6234778387491173
TZ201500000059,2015,TZ,4.616391590067392,0.8589040560856002,0.5981481481481481,0.617354740061162,,,False,67.0,2015.0,U,-3.362844,37.334489,TZGE7AFL,Moshi Municipal,Kilimanjaro,Tanzania,TZA,TZGE7AFL00000059.tif,30.529411764705884,17.907566191870437,split1,0.9113867842187973
NG201800001131,2018,NG,2.5601088690705085,0.6794279169600947,0.4921296296296296,0.5079319571865443,0.702,0.8052434456928839,False,104.0,2018.0,U,4.793941,6.980632,NGGE7BFL,Obio/Akpor,Rivers,Nigeria,NGA,NGGE7BFL00001131.tif,23.02380952380953,18.685442481871327,split1,0.03843955745994898
TZ201500000142,2015,TZ,4.509570741486578,0.8495805358879007,,,,,False,48.0,2015.0,U,-6.811401,39.277309,TZGE7AFL,Ilala,Dar-es-salaam,Tanzania,TZA,TZGE7AFL00000142.tif,34.0,19.460729688272227,split1,0.08899060158933414
ZW201500000234,2015,ZW,3.916832194914393,0.797845224997351,0.6846560846560847,0.7066404543468764,0.588,0.6629213483146068,False,83.0,2015.0,U,-21.052102,31.666466,ZWGE72FL,Chiredzi,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000234.tif,25.025641025641026,17.769706894906967,split1,0.22196471902697834
KE202200000930,2022,KE,5.631524378150517,0.947506713514216,0.7412698412698413,0.7650720838794233,,,False,39.0,2022.0,U,0.468713,35.317762,KEGE8AFL,Uasin Gishu,Rift Valley,Kenya,KEN,KEGE8AFL00000930.tif,23.95,15.038459467574947,split1,0.23445773652465862
BJ201700000509,2017,BJ,0.1974364082306998,0.473209517632151,0.4052777777777778,0.4182912844036697,0.506,0.5605493133583022,False,83.0,2017.0,U,7.182654,1.995612,BJGE71FL,Abomey,Zou,Benin,BEN,BJGE71FL00000509.tif,28.428571428571427,24.846988193735907,split1,0.388377048732536
SN201900000124,2019,SN,-0.9397589068324786,0.3739530182728582,0.402662037037037,0.4155915519877676,0.263,0.2571785268414482,False,205.0,2019.0,U,15.608674,-16.211028,SNGE8BFL,Louga,Louga,Senegal,SEN,SNGE8BFL00000124.tif,28.02020202020202,21.36752246483672,split1,0.1572267583172866
SN201700000210,2017,SN,-0.4950212246890418,0.4127705414177464,0.432375478927203,0.4462590952230306,0.363,0.3820224719101124,False,226.0,2017.0,U,14.423574,-16.957919,SNGE7RFL,Mbour,Thies,Senegal,SEN,SNGE7RFL00000210.tif,24.469565217391303,18.098328768018074,split1,0.6453023189442062
KE202200001456,2022,KE,4.590450149960423,0.8566398394648929,0.7790598290598291,0.8040755116443189,,,False,71.0,2022.0,U,-0.061591,34.793948,KEGE8AFL,Kisumu,Nyanza,Kenya,KEN,KEGE8AFL00001456.tif,23.15,16.203117775324156,split1,0.046330522585944056
SN201500000008,2015,SN,-0.6742210612646832,0.3971296499819007,0.2898148148148148,0.2991207951070336,0.514,0.5705368289637953,False,132.0,2015.0,U,14.7740979425,-17.3654738246,SNGE7AFL,Dakar,Dakar,Senegal,SEN,SNGE7AFL00000008.tif,27.98181818181818,19.82281785579708,split1,0.20516352520050274
BF202100000138,2021,BF,1.2024692384933169,0.5609306321598587,0.5098039215686274,0.526173772261198,0.674,0.770287141073658,False,111.0,2021.0,U,12.3132110733,-1.51712319929,BFGE81FL,Kadiogo,Centre,Burkina Faso,BFA,BFGE81FL00000138.tif,26.946428571428573,22.45028417949893,split1,0.6906200540775747
SN201900000006,2019,SN,1.3843408134763606,0.5768047178394811,0.5533625730994152,0.5711310960888459,0.478,0.5255930087390761,False,99.0,2019.0,U,14.728017,-17.44829,SNGE8BFL,Dakar,Dakar,Senegal,SEN,SNGE8BFL00000006.tif,26.966666666666665,19.15677219429084,split1,0.15504461696120753
MZ201500000230,2015,MZ,-2.0727430114701844,0.2750640811074657,0.3981481481481481,0.4109327217125382,,,True,104.0,2015.0,U,-13.137153,38.99873,MZGE71FL,Montepuez,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000230.tif,18.91304347826087,13.17206823708836,split1,0.060628421419601675
BF202100000100,2021,BF,2.370427054349753,0.6628721391865517,0.6076023391812866,0.6271125060357315,0.674,0.770287141073658,False,121.0,2021.0,U,12.3996934537,-1.50640763782,BFGE81FL,Kadiogo,Centre,Burkina Faso,BFA,BFGE81FL00000100.tif,26.81159420289855,19.04736770629447,split1,0.7682174003201405
KE202200000335,2022,KE,-0.2996867994682992,0.4298196894356428,0.4734892787524366,0.4886930629325607,,,False,106.0,2022.0,U,3.517448,39.04372,KEGE8AFL,Moyale,Eastern,Kenya,KEN,KEGE8AFL00000335.tif,23.789473684210527,18.47559861982561,split1,0.09599046566516478
BF202100000573,2021,BF,-0.9702329794405428,0.3712931851481242,0.3282407407407407,0.3387805810397553,,,False,119.0,2021.0,U,10.3299746134,-3.17756595201,BFGE81FL,Poni,Sud-ouest,Burkina Faso,BFA,BFGE81FL00000573.tif,22.640625,18.30635867279844,split1,0.5312617814587512
SN201500000082,2015,SN,-0.0036648025989029,0.4556570339563345,0.4532407407407407,0.4677943425076452,0.272,0.268414481897628,False,229.0,2015.0,U,14.1669895393,-16.0862005409,SNGE7AFL,Kaolack,Kaolack,Senegal,SEN,SNGE7AFL00000082.tif,23.48739495798319,18.379643098939145,split1,0.19259800307283925
CM201800000385,2018,CM,3.362676686067609,0.7494775126261972,0.7696969696969698,0.7944120100083403,0.699,0.8014981273408239,False,167.0,2018.0,U,4.885646,10.797894,CMGE71FL,Mbam - Et - Inoubou,Centre,Cameroon,CMR,CMGE71FL00000385.tif,24.04255319148936,19.193365169490164,split1,0.7639716328067334
BF202100000103,2021,BF,4.511282193048011,0.8497299145289845,0.8053571428571429,0.8312172346002621,0.674,0.770287141073658,False,83.0,2021.0,U,12.3856206511,-1.48671266704,BFGE81FL,Kadiogo,Centre,Burkina Faso,BFA,BFGE81FL00000103.tif,38.66666666666666,25.626459902890826,split1,0.8065415062767944
SN201700000151,2017,SN,-0.4377556216828454,0.4177687886078329,0.4768518518518518,0.4921636085626911,0.522,0.5805243445692885,False,156.0,2017.0,U,14.732026,-17.268795,SNGE7RFL,Rufisque,Dakar,Senegal,SEN,SNGE7RFL00000151.tif,24.19753086419753,18.47526708405485,split1,0.6760120365046661
NG201800001245,2018,NG,3.029486263181831,0.7203960394987359,,,0.736,0.8476903870162298,True,53.0,2018.0,U,6.448775,3.444914,NGGE7BFL,Eti-Osa,Lagos,Nigeria,NGA,NGGE7BFL00001245.tif,28.59375,17.5055002876976,split1,0.9789869204952873
NG201800001167,2018,NG,3.3962546436130183,0.752408258538923,0.6811111111111112,0.7029816513761469,0.639,0.7265917602996257,False,79.0,2018.0,U,7.725008,5.730199,NGGE7BFL,Akoko North-West,Ondo,Nigeria,NGA,NGGE7BFL00001167.tif,30.6046511627907,21.149287430170947,split1,0.13227128202613248
SL201900000147,2019,SL,0.6688897287662299,0.5143588308484753,0.5115740740740741,0.5280007645259939,,,False,176.0,2019.0,U,9.674343,-11.746176,SLGE7AFL,Koinadugu,Northern,Sierra Leone,SLE,SLGE7AFL00000147.tif,24.77906976744186,20.581202824731168,split1,0.859191957144184
TZ201500000385,2015,TZ,1.0669588189225243,0.5491030334218542,0.4638888888888889,0.4787844036697247,,,False,106.0,2015.0,U,-2.100635,33.100736,TZGE7AFL,Ukerewe,Mwanza,Tanzania,TZA,TZGE7AFL00000385.tif,25.25925925925926,22.344798208713367,split1,0.3470799571840171
ZM201800000380,2018,ZM,4.034532607149335,0.8081183335274692,0.6461111111111111,0.6668577981651376,0.487,0.5368289637952559,False,96.0,2018.0,U,-15.25971,23.140614,ZMGE71FL,Mongu,Western,Zambia,ZMB,ZMGE71FL00000380.tif,25.764705882352946,18.800625771813145,split1,0.16357375030400034
SL201900000257,2019,SL,2.3040665865876915,0.6570800754674522,0.6873015873015873,0.7093709043250327,,,False,107.0,2019.0,U,8.449288,-13.247245,SLGE7AFL,Western Area Urb,Western Area,Sierra Leone,SLE,SLGE7AFL00000257.tif,21.69090909090909,14.196860277922076,split1,0.3951365415476723
NG201800000127,2018,NG,2.091259073142308,0.6385058441615741,0.5962962962962963,0.6154434250764526,0.513,0.5692883895131087,False,133.0,2018.0,U,8.176691,4.687353,NGGE7BFL,Offa,Kwara,Nigeria,NGA,NGGE7BFL00000127.tif,29.29230769230769,25.10149589474393,split1,0.05257113800778257
ZW201500000327,2015,ZW,1.900998570997667,0.6218995574849805,0.6097222222222223,0.6293004587155964,0.535,0.5967540574282149,False,95.0,2015.0,U,-17.323166,31.349733,ZWGE72FL,Bindura,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000327.tif,19.133333333333333,15.67076026466895,split1,0.3452906140687899
SN201700000391,2017,SN,-1.0769057730117202,0.3619825874640638,0.3916666666666667,0.404243119266055,0.522,0.5805243445692885,False,181.0,2017.0,U,14.740841,-17.42334,SNGE7RFL,Dakar,Dakar,Senegal,SEN,SNGE7RFL00000391.tif,28.316326530612244,20.385256921818943,split1,0.1776328613080811
CI202100000111,2021,CI,-0.9327596028986784,0.374563930397819,0.3138888888888889,0.3239678899082568,,,False,115.0,2021.0,U,7.74252095479,-5.05074334478,CIGE81FL,Gbêke,Vallee Du Bandama,Cote d'Ivoire,CIV,CIGE81FL00000111.tif,21.877551020408163,16.16662283464147,split1,0.9805053050828558
NG201800000866,2018,NG,3.8473594586677766,0.7917815167588349,0.7861111111111111,0.8113532110091742,0.676,0.7727840199750313,False,94.0,2018.0,U,6.95819,7.465244,NGGE7BFL,Igbo-eze North,Enugu,Nigeria,NGA,NGGE7BFL00000866.tif,27.272727272727277,18.81631930144341,split1,0.8523915227253185
SN201700000163,2017,SN,1.7171165670120008,0.605849997863136,0.5752976190476191,0.5937704783748362,0.287,0.2871410736579276,False,211.0,2017.0,U,12.882695,-14.933198,SNGE7RFL,Kolda,Kolda,Senegal,SEN,SNGE7RFL00000163.tif,24.29523809523809,18.297710979962144,split1,0.2575867376864912
KE202200000035,2022,KE,2.06362285315474,0.6360937040347595,0.5717171717171717,0.5900750625521267,,,False,75.0,2022.0,U,-4.009799,39.712777,KEGE8AFL,Mombasa,Coast,Kenya,KEN,KEGE8AFL00000035.tif,24.696969696969692,16.487656080544106,split1,0.817416066941377
ZM201800000447,2018,ZM,4.657794551013509,0.8625177826919156,0.6994553376906318,0.7219149127540925,0.488,0.5380774032459426,False,89.0,2018.0,U,-9.324446,32.753674,ZMGE71FL,Nakonde,Northern,Zambia,ZMB,ZMGE71FL00000447.tif,22.244897959183675,17.7453404826038,split1,0.058359361574074176
TZ202200000233,2022,TZ,3.985021876502449,0.8037969458646492,0.6754629629629629,0.6971521406727827,,,False,89.0,2022.0,U,-7.732314,35.709312,TZGE81FL,Iringa Urban,Iringa,Tanzania,TZA,TZGE81FL00000233.tif,27.34,20.56707295158741,split1,0.1930528226379663
BJ201700000110,2017,BJ,0.1034892540509802,0.4650096371673527,0.4976851851851852,0.5136659021406728,,,False,85.0,2017.0,U,6.47542,2.357768,BJGE71FL,Abomey-calavi,Atlantique,Benin,BEN,BJGE71FL00000110.tif,25.60975609756097,17.005702056634544,split1,0.7574821088546652
NG201800001231,2018,NG,4.083467274369732,0.8123894413145591,0.6661616161616162,0.6875521267723103,0.736,0.8476903870162298,False,127.0,2018.0,U,6.438884,3.349351,NGGE7BFL,Apapa,Lagos,Nigeria,NGA,NGGE7BFL00001231.tif,24.517241379310345,16.755456172684436,split1,0.6373794190891474
GN201800000184,2018,GN,-1.5083798465223082,0.3243227364836051,,,0.346,0.3607990012484394,False,125.0,2018.0,U,9.696206,-13.383354,GNGE71FL,Coyah,Kindia,Guinea,GIN,GNGE71FL00000184.tif,18.90322580645161,17.144238316599903,split1,0.7369120974593686
GM201900000042,2019,GM,2.765415129920324,0.6973474251383063,0.660363247863248,0.681567572335921,,,False,148.0,2019.0,U,13.477202,-16.673264,GMGE81FL,Kombo Saint Mary,Kanifing Municipal Council,Gambia,GMB,GMGE81FL00000042.tif,27.460526315789476,19.294517901534405,split1,0.5439140187356752
UG201600000468,2016,UG,-2.228660555324719,0.2614553110160761,0.308994708994709,0.3189165574486675,,,False,148.0,2016.0,U,3.02217423404,30.9042832836,UGGE7AFL,Arua Municipality,Arua,Uganda,UGA,UGGE7AFL00000468.tif,19.869565217391305,18.164823747752376,split1,0.3738863415273427
TZ201500000179,2015,TZ,0.0417326637342026,0.4596194083420882,,,,,False,67.0,2015.0,U,-10.101727,39.63005,TZGE7AFL,Lindi Urban,Lindi,Tanzania,TZA,TZGE7AFL00000179.tif,27.18421052631579,22.983960639045296,split1,0.9187371324784329
KE202200001685,2022,KE,2.3974534329826644,0.6652310512379196,,,,,False,67.0,2022.0,U,-1.276749,37.06173,KEGE8AFL,Nairobi,Nairobi,Kenya,KEN,KEGE8AFL00001685.tif,24.02439024390244,18.7822892705842,split1,0.6449860693714944
SL201900000541,2019,SL,0.1354661874816275,0.4678006427497094,0.5069444444444444,0.5232224770642201,,,False,126.0,2019.0,U,8.52963,-13.154229,SLGE7AFL,Port Loko,Northern,Sierra Leone,SLE,SLGE7AFL00000541.tif,24.671875,19.924504086557288,split1,0.18628849882846288
ZM201800000234,2018,ZM,2.4722083390365417,0.6717557969755754,0.641179337231969,0.6617676645742798,0.473,0.5193508114856429,False,131.0,2018.0,U,-11.203965,28.891575,ZMGE71FL,Mansa,Luapula,Zambia,ZMB,ZMGE71FL00000234.tif,21.935064935064936,16.454352857412967,split1,0.41660833008572506
NG201800001324,2018,NG,4.144381839632518,0.8177061766439176,,,0.645,0.7340823970037453,True,98.0,2018.0,U,8.02683,4.903949,NGGE7BFL,Ila,Osun,Nigeria,NGA,NGGE7BFL00001324.tif,25.108695652173918,19.610913357243565,split1,0.4183755539260964
MD202100000024,2021,MD,0.7522998158158235,0.5216390167076095,0.4731481481481481,0.4883409785932721,0.633,0.7191011235955058,False,130.0,2021.0,U,-18.925327,47.523726,MDGE81FL,Antananarivo IV,Analamanga,Madagascar,MDG,MDGE81FL00000024.tif,22.485294117647054,16.6397228800285,split1,0.9086440303497306
MZ201500000250,2015,MZ,-1.5580234051247406,0.3199897553524424,,,0.374,0.3957553058676655,True,77.0,2015.0,U,-24.657344,33.583286,MZGE71FL,Chibuto,Gaza,Mozambique,MOZ,MZGE71FL00000250.tif,31.51219512195122,25.58917930612421,split1,0.05273370168856917
CI202100000144,2021,CI,-1.0406490031400766,0.3651471450452168,0.3675925925925925,0.3793960244648317,,,False,111.0,2021.0,U,7.25521939826,-8.14378983264,CIGE81FL,Tonkpi,Montagnes,Cote d'Ivoire,CIV,CIGE81FL00000144.tif,25.41176470588235,21.88714368809985,split1,0.6124838264514679
AO201500000452,2015,AO,-2.914575194832276,0.2015874193047661,0.345568783068783,0.3566650283966797,,,False,129.0,2015.0,U,-9.994564,14.893594,AOGE71FL,Libolo,Cuanza Sul,Angola,AGO,AOGE71FL00000452.tif,20.35483870967742,17.966359068277587,split1,0.5466317881957278
RW201900000243,2019,RW,3.841925576316828,0.791307237509755,0.6836111111111112,0.7055619266055045,0.441,0.4794007490636705,False,92.0,2019.0,U,-2.359348,29.751209,RWGE81FL,Nyanza,South,Rwanda,RWA,RWGE81FL00000243.tif,22.53061224489796,14.67296556144486,split1,0.2914476164851396
SN201500000004,2015,SN,2.7701427865310144,0.6977600637054322,0.5800682261208577,0.5986942700788669,0.514,0.5705368289637953,False,111.0,2015.0,U,14.7191209127,-17.4979562178,SNGE7AFL,Dakar,Dakar,Senegal,SEN,SNGE7AFL00000004.tif,26.145454545454545,16.823064174385358,split1,0.7600055934346351
GM201900000069,2019,GM,2.394029135045783,0.6649321722138188,0.652485380116959,0.6734367455335586,,,False,107.0,2019.0,U,13.412977,-16.66578,GMGE81FL,Kombo Saint Mary,Kanifing Municipal Council,Gambia,GMB,GMGE81FL00000069.tif,21.321428571428573,16.812449005378177,split1,0.19340745423658667
KE202200001166,2022,KE,3.241130966453823,0.7388687785932926,0.6777777777777778,0.6995412844036697,,,False,42.0,2022.0,U,-1.588568,36.948116,KEGE8AFL,Kajiado,Rift Valley,Kenya,KEN,KEGE8AFL00001166.tif,22.45,17.44004768221391,split1,0.6185434825676656
UG201600000094,2016,UG,2.7983060896353904,0.7002182086164317,0.7688034188034187,0.7934897671136202,,,False,113.0,2016.0,U,0.362703323886,32.6486018945,UGGE7AFL,Kyadondo,Wakiso,Uganda,UGA,UGGE7AFL00000094.tif,23.74025974025974,15.507555541703397,split1,0.5909340644651752
GN201800000031,2018,GN,1.6615311748001482,0.6009984025625035,0.5731968810916179,0.5916022855303396,0.578,0.6504369538077404,False,133.0,2018.0,U,9.679491,-13.536833,GNGE71FL,Ratoma,Conakry,Guinea,GIN,GNGE71FL00000031.tif,21.96825396825397,16.071381350559292,split1,0.9492055522492269
CI202100000445,2021,CI,1.3706990115779127,0.5756140362710139,0.5553728070175439,0.5732058788025108,,,False,135.0,2021.0,U,5.32535447582,-4.36714401438,CIGE81FL,Grands ponts,Lagunes,Cote d'Ivoire,CIV,CIGE81FL00000445.tif,26.338461538461537,18.17301994293061,split1,0.5261573067578458
KE202200001683,2022,KE,3.821567063359989,0.789530309042419,0.779549114331723,0.804580507911182,,,False,115.0,2022.0,U,-1.261266,36.945857,KEGE8AFL,Nairobi,Nairobi,Kenya,KEN,KEGE8AFL00001683.tif,21.27586206896552,13.396507928650497,split1,0.5738276414349172
AO201500000028,2015,AO,-2.697180062347257,0.2205620664409213,0.3497685185185185,0.360999617737003,,,False,138.0,2015.0,U,-8.461192,20.71533,AOGE71FL,Lucapa,Lunda Norte,Angola,AGO,AOGE71FL00000028.tif,17.39080459770115,16.236877579483725,split1,0.545164558559687
