DHSYEAR,DHSID,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,principal component 1_child,HV007: year of interview,HV000: country code,HV001: cluster number,HV025: Type of place of residence,HV000.0: country name,principal component 1 (min-max-scaled)_child,principal component 1_aduld,principal component 1 (min-max-scaled)_aduld,principal component 1_youth,principal component 1 (min-max-scaled)_youth
2015.0,ZW201500000003,U,-17.799623,30.931145,ZWGE72FL,Harare,Harare,Zimbabwe,-1.72399767263195,2015,ZW,3,urban,Zimbabwe,0.2580070191428874,2.2495945513541193,0.6528864229648408,1.4804232915864182,0.6478721229344224
2015.0,MW201500000004,R,-12.015707,34.627514,MWGE7AFL,Likoma,Northern Region,Malawi,-0.4796313789653154,2015,MW,4,rural,Malawi,0.40609434096108293,0.3788069181983255,0.3877392401741418,-0.6022477065110148,0.2776867574095852
2015.0,ZW201500000004,R,-17.005589,30.183795,ZWGE72FL,Makonde,Mashonaland West,Zimbabwe,0.18331331724645183,2015,ZW,4,rural,Zimbabwe,0.48498887955092246,1.6348843426084443,0.5657633967095005,-0.31044860584650324,0.32955272992180124
2015.0,AO201500000005,R,-14.211038,13.546263,AOGE71FL,Bibala,Namibe,Angola,3.9568473202329786,2015,AO,5,rural,Angola,0.9340628757981042,-2.0853460267506434,0.03849424852510125,-2.164519503486895,0.0
2015.0,TZ201500000005,R,-6.692595,36.160461,TZGE7AFL,Mpwapwa,Dodoma,Tanzania,0.7396927880129425,2015,TZ,5,rural,Tanzania,0.5512014940839449,1.766496548454196,0.5844168264106602,1.1756138039148227,0.5936936128806376
2015.0,SN201500000005,U,14.7572398645,-17.4753707298,SNGE7AFL,Dakar,Dakar,Senegal,-1.1843230575407677,2015,SN,5,urban,Senegal,0.3222316520414774,0.6684152534998272,0.42878549943787436,1.9664358998534979,0.7342586694438733
2015.0,ZW201500000005,U,-20.198491,28.610482,ZWGE72FL,Bulawayo,Bulawayo,Zimbabwe,-1.6516244871073347,2015,ZW,5,urban,Zimbabwe,0.26661987796937603,3.256308852613058,0.7955682838683363,1.762016992213868,0.6979241316729565
2015.0,MW201500000006,R,-11.355628,33.380949,MWGE7AFL,Mzimba,Northern Region,Malawi,-0.28505071832926593,2015,MW,6,rural,Malawi,0.4292506487603741,-0.20903137852597947,0.3044247764955418,-0.39836648532497515,0.3139257238413218
2015.0,TZ201500000006,R,-6.498862,36.189566,TZGE7AFL,Mpwapwa,Dodoma,Tanzania,1.7853748954544366,2015,TZ,6,rural,Tanzania,0.6756441630571872,-1.2377224268680682,0.1586281459235236,-1.4718984732666347,0.12311026056275903
2015.0,SN201500000006,U,14.7234749991,-17.4516200984,SNGE7AFL,Dakar,Dakar,Senegal,-1.1989748437928573,2015,SN,6,urban,Senegal,0.320487998426808,-0.0017050006924737315,0.3338091940673123,1.1602082944378176,0.5909553531353148
2015.0,ZW201500000006,U,-18.032502,31.082756,ZWGE72FL,Chitungwiza,Harare,Zimbabwe,-1.3643463433185945,2015,ZW,6,urban,Zimbabwe,0.3008077623142843,2.659315425821061,0.71095626139551,0.27507809304985614,0.4336274566806168
2015.0,TZ201500000007,R,-5.67122,36.401884,TZGE7AFL,Kongwa,Dodoma,Tanzania,0.6486847750946267,2015,TZ,7,rural,Tanzania,0.540370974995102,0.1063848139159419,0.3491287895809115,0.32320513648097837,0.4421818213308448
2015.0,SN201500000007,U,14.7462532805,-17.4666389271,SNGE7AFL,Dakar,Dakar,Senegal,-2.4899168836478447,2015,SN,7,urban,Senegal,0.1668578733762991,0.5584693974122473,0.4132028467174489,0.6021815474148126,0.49176861864481847
2015.0,ZW201500000007,U,-18.193046,31.556956,ZWGE72FL,Marondera,Mashonaland East,Zimbabwe,-1.7912550425430316,2015,ZW,7,urban,Zimbabwe,0.2500029741656485,2.799052754080479,0.7307612666574828,1.573185273242818,0.6643601463032849
2015.0,MW201500000008,R,-10.316705,34.093615,MWGE7AFL,Karonga,Northern Region,Malawi,0.5211384506790312,2015,MW,8,rural,Malawi,0.5251921697778655,-0.18032971691369631,0.3084926699234406,-1.6450537308217001,0.09233269542206923
2015.0,ZW201500000008,R,-20.226941,31.639746,ZWGE72FL,Bikita,Masvingo,Zimbabwe,-1.1057805012428805,2015,ZW,8,rural,Zimbabwe,0.331578704328338,1.6798883253820154,0.572141822050406,0.9673111944778017,0.5566687646522503
2015.0,SN201500000008,U,14.7740979425,-17.3654738246,SNGE7AFL,Dakar,Dakar,Senegal,-0.3212653253999503,2015,SN,8,urban,Senegal,0.4249408854703435,-1.949761064706108,0.05771073792120074,0.7477629279411867,0.5176450516546399
2015.0,MW201500000009,R,-15.812706,35.534457,MWGE7AFL,Phalombe,Southern Region,Malawi,-0.05180205700798939,2015,MW,9,rural,Malawi,0.4570086889359631,-0.11011538452406155,0.31844416420033855,-0.6305940546986667,0.27264832201833705
2015.0,SN201500000009,U,14.7577837102,-17.360082771,SNGE7AFL,Dakar,Dakar,Senegal,-0.466284106625974,2015,SN,9,urban,Senegal,0.4076827493134878,-0.10982191110216669,0.31848575825925807,-0.5893104207103851,0.2799863015417983
2015.0,ZW201500000009,U,-17.318771,31.35396,ZWGE72FL,Bindura,Mashonaland Central,Zimbabwe,-1.5285505853819887,2015,ZW,9,urban,Zimbabwe,0.28126643709347343,2.1369581798576465,0.6369224428461154,0.8343405567187194,0.5330338342249848
2015.0,MW201500000010,R,-15.280661,34.63048,MWGE7AFL,Neno,Southern Region,Malawi,-0.4030009972043508,2015,MW,10,rural,Malawi,0.41521383259521366,-0.9788476693732044,0.19531852778669703,-0.8872705552058067,0.22702523308654096
2015.0,TZ201500000010,R,-6.243803,36.220815,TZGE7AFL,Chamwino,Dodoma,Tanzania,1.4570679109412616,2015,TZ,10,rural,Tanzania,0.6365735917003351,0.2740868121925288,0.3728972342741231,1.0427816866853952,0.570083303852023
2015.0,SN201500000010,U,14.7861886971,-17.3164170467,SNGE7AFL,Dakar,Dakar,Senegal,0.23133677301468447,2015,SN,10,urban,Senegal,0.4907039692197506,-1.1316279365460897,0.17366494364440366,-0.46194257495835966,0.3026253609894484
2015.0,ZW201500000010,U,-17.904931,31.064722,ZWGE72FL,Harare,Harare,Zimbabwe,-2.5114233960387162,2015,ZW,10,urban,Zimbabwe,0.16429846475375465,3.546760039907106,0.8367340007484079,2.0452645706704424,0.7482701097274637
2015.0,MW201500000011,R,-16.061744,34.955838,MWGE7AFL,Thyolo,Southern Region,Malawi,-0.02159031234683521,2015,MW,11,rural,Malawi,0.4606040742956409,-0.8612490101600255,0.21198581414123602,-1.237681027942331,0.16474135385059802
2015.0,SN201500000011,U,14.7675693154,-17.3912465375,SNGE7AFL,Dakar,Dakar,Senegal,-0.055790292767859746,2015,SN,11,urban,Senegal,0.4565340640964245,-0.10533943357401633,0.3191210608812381,0.3315354889084328,0.4436625038587741
2015.0,TZ201500000011,U,-6.404046,35.908923,TZGE7AFL,Chamwino,Dodoma,Tanzania,0.6347696554084346,2015,TZ,11,urban,Tanzania,0.5387149892796452,0.5269908111411683,0.40874137908740527,1.0427816866853952,0.570083303852023
2015.0,ZW201500000011,U,-17.791131,31.036274,ZWGE72FL,Harare,Harare,Zimbabwe,-2.3374734049257846,2015,ZW,11,urban,Zimbabwe,0.18499959467451899,2.777969888616367,0.7277731870465785,2.7533835168118794,0.8741350548637319
2015.0,AO201500000012,R,-14.236392,12.415434,AOGE71FL,Namibe,Namibe,Angola,-1.097480905499129,2015,AO,12,rural,Angola,0.332566407798065,-1.0757206183594115,0.18158870134509747,-0.3405870706934901,0.3241957538867331
2015.0,MW201500000012,R,-16.396556,34.819166,MWGE7AFL,Chikwawa,Southern Region,Malawi,0.3961518087289877,2015,MW,12,rural,Malawi,0.5103179826806777,-1.328571795857691,0.1457520429287241,-1.3570675048413683,0.14352094667636556
2015.0,TZ201500000012,R,-6.494254,35.946378,TZGE7AFL,Chamwino,Dodoma,Tanzania,1.9432365092417854,2015,TZ,12,rural,Tanzania,0.6944306760981211,-0.40421847622750046,0.2767608620268805,-0.11002425208262838,0.3651772537788758
2015.0,ZW201500000012,R,-19.847012,32.875476,ZWGE72FL,Chimanimani,Manicaland,Zimbabwe,-0.7756276307417447,2015,ZW,12,rural,Zimbabwe,0.3708689475886563,1.0257016442456284,0.4794237858348729,0.452089348296381,0.46509040799904655
2015.0,SN201500000012,U,14.7448844945,-17.3487604659,SNGE7AFL,Dakar,Dakar,Senegal,0.4039371634494741,2015,SN,12,urban,Senegal,0.5112444882729856,-0.8394548200173193,0.21507470997052663,-0.6445910027657504,0.27016042770321047
2015.0,MW201500000013,R,-13.750505,34.118594,MWGE7AFL,Dowa,Central Region,Malawi,-0.8757848239447195,2015,MW,13,rural,Malawi,0.3589496191901409,0.09369926063398228,0.3473308630524049,0.4167758074334803,0.4588135855704195
2015.0,ZW201500000013,R,-19.117081,32.330874,ZWGE72FL,Mutare,Manicaland,Zimbabwe,-1.603248639599875,2015,ZW,13,rural,Zimbabwe,0.272376904445042,2.6041013639371218,0.7031307590779317,0.7214622288576283,0.5129702211544314
2015.0,SN201500000013,U,14.7403523242,-17.3079854789,SNGE7AFL,Dakar,Dakar,Senegal,-1.1129933849823377,2015,SN,13,urban,Senegal,0.33072032634028203,3.3189795479751827,0.8044506166485519,0.7202260134901642,0.5127504894550461
2015.0,MW201500000014,R,-14.959841,34.878888,MWGE7AFL,Ntcheu,Central Region,Malawi,-0.3123228701595818,2015,MW,14,rural,Malawi,0.426005093215093,0.6728630221241013,0.4294158827585305,-0.1034556382106771,0.3663447952337677
2015.0,TZ201500000014,R,-6.249205,35.822029,TZGE7AFL,Dodoma Urban,Dodoma,Tanzania,0.6941380673486484,2015,TZ,14,rural,Tanzania,0.5457801992339587,-0.0056041355363054,0.33325656874477955,0.39246723950300444,0.4544928473871207
2015.0,SN201500000014,U,14.7870284399,-17.2777101656,SNGE7AFL,Rufisque,Dakar,Senegal,-0.2942475459674882,2015,SN,14,urban,Senegal,0.4281561691195323,-1.2333055559704216,0.15925415010192714,0.00254049955380892,0.3851851300914635
2015.0,ZW201500000014,U,-19.411278,29.818706,ZWGE72FL,Gweru,Midlands,Zimbabwe,-0.864494231729697,2015,ZW,14,urban,Zimbabwe,0.3602932698269139,1.171968766962933,0.5001542604414286,0.17569575710887428,0.41596269523215335
2015.0,SN201500000015,R,14.71940778,-17.12471162,SNGE7AFL,Rufisque,Dakar,Senegal,-1.074717154455783,2015,SN,15,rural,Senegal,0.3352754356331185,-1.4497003482575952,0.1285844639608362,0.041881398155342926,0.39217779717243234
2015.0,ZW201500000015,R,-20.547394,29.979106,ZWGE72FL,Mberengwa,Midlands,Zimbabwe,0.43622594239817275,2015,ZW,15,rural,Zimbabwe,0.515087053620206,1.197081767014287,0.503713532000118,-1.0043792778679588,0.20620968644262141
2015.0,TZ201500000015,U,-6.212701,35.757304,TZGE7AFL,Dodoma Urban,Dodoma,Tanzania,-0.755955954205188,2015,TZ,15,urban,Tanzania,0.37320999934230736,0.5711720494717066,0.4150031966598176,1.8146961256803325,0.7072876097718157
2015.0,SN201500000016,R,14.7573059545,-17.2613788926,SNGE7AFL,Rufisque,Dakar,Senegal,-0.9097711744689253,2015,SN,16,rural,Senegal,0.35490503227620734,-1.4391716247694586,0.13007670248208006,-0.023760199529749355,0.38051029959125493
2015.0,TZ201500000016,U,-6.075857,35.520361,TZGE7AFL,Dodoma Urban,Dodoma,Tanzania,-0.03175246247254091,2015,TZ,16,urban,Tanzania,0.45939471527998005,-0.945778370199473,0.2000054475403768,0.1330479293950603,0.4083822364340518
2015.0,ZW201500000016,U,-19.467029,29.762825,ZWGE72FL,Gweru,Midlands,Zimbabwe,-1.7358417775583883,2015,ZW,16,urban,Zimbabwe,0.25659749705375895,2.500044869020942,0.6883828069378171,0.6639168723642752,0.5027417938861737
2015.0,MW201500000017,R,-12.162986,33.986695,MWGE7AFL,Nkhata Bay,Northern Region,Malawi,0.5698808656455356,2015,MW,17,rural,Malawi,0.53099282005912,-2.01095459900553,0.04903776353493777,-2.164519503486895,0.0
2015.0,SN201500000017,R,14.8520432537,-17.187853684,SNGE7AFL,Rufisque,Dakar,Senegal,1.2916987095133874,2015,SN,17,rural,Senegal,0.6168936290757381,-1.8367277805623616,0.0737309725652252,-0.7503970949865805,0.251353872582741
2015.0,TZ201500000017,R,-5.65481,35.666554,TZGE7AFL,Bahi,Dodoma,Tanzania,0.3560977858336297,2015,TZ,17,rural,Tanzania,0.5055513050482094,1.6479010988332718,0.5676082647110408,2.1049601058975496,0.758880721556425
2015.0,ZW201500000017,R,-16.477588,30.47242,ZWGE72FL,Guruve,Mashonaland Central,Zimbabwe,-0.4604145332753422,2015,ZW,17,rural,Zimbabwe,0.40838126501753286,1.7632101097706743,0.5839510386628118,-0.22707215385983284,0.34437251777261646
2015.0,MW201500000018,R,-11.488252,33.536393,MWGE7AFL,Mzimba,Northern Region,Malawi,-0.2741294876423073,2015,MW,18,rural,Malawi,0.4305503430799823,0.26844045556293317,0.372096974786175,-0.6744046549879008,0.2648611856455022
2015.0,SN201500000018,R,14.8037246386,-17.2721666088,SNGE7AFL,Rufisque,Dakar,Senegal,2.4097235363630607,2015,SN,18,rural,Senegal,0.7499455312182876,-1.9223003749876704,0.0616027481030571,-1.3429777975951696,0.1460253285167219
2015.0,TZ201500000018,R,-6.125279,35.403209,TZGE7AFL,Bahi,Dodoma,Tanzania,1.2890204143410815,2015,TZ,18,rural,Tanzania,0.6165748953064902,0.586293690148898,0.41714639044283774,0.3983251611955311,0.45553406651627976
2015.0,AO201500000018,U,-9.553536,16.389127,AOGE71FL,Malanje,Malanje,Angola,1.4004414341129343,2015,AO,18,urban,Angola,0.6298346890635576,-0.48067927560301354,0.26592405447639256,-1.3179502764567437,0.15047385738627084
2015.0,ZW201500000018,U,-20.158344,28.547046,ZWGE72FL,Bulawayo,Bulawayo,Zimbabwe,-2.5114233960387162,2015,ZW,18,urban,Zimbabwe,0.16429846475375465,2.2856505755273373,0.65799665197359,1.3371456245290059,0.6224051645911955
2015.0,AO201500000019,R,-13.705202,14.597441,AOGE71FL,Caluquembe,Huila,Angola,0.10645904482866456,2015,AO,19,rural,Angola,0.47584274353730494,-1.052261057820232,0.18491363052264312,-1.0986324381723482,0.1894566128025576
2015.0,MW201500000019,R,-15.90638,35.804088,MWGE7AFL,Phalombe,Southern Region,Malawi,-0.16330987122629934,2015,MW,19,rural,Malawi,0.44373856610040013,0.20565323761964183,0.3631981272324062,-1.1775345354230242,0.1754321213019316
2015.0,ZW201500000019,R,-19.827714,27.692634,ZWGE72FL,Tsholotsho,Matabeleland North,Zimbabwe,-1.0524000088794663,2015,ZW,19,rural,Zimbabwe,0.3379313146422529,0.8346039338362679,0.4523394612141663,0.8946174864126936,0.5437477862951211
2015.0,SN201500000019,U,14.717024354,-17.281594848,SNGE7AFL,Rufisque,Dakar,Senegal,-2.2570179369759154,2015,SN,19,urban,Senegal,0.19457429533538217,-0.2619775272222936,0.29692070606144133,0.3405206622364849,0.44525957784491377
2015.0,MW201500000020,R,-15.417892,34.799549,MWGE7AFL,Neno,Southern Region,Malawi,-0.8418533282040336,2015,MW,20,rural,Malawi,0.3629876780439512,0.09037323555163582,0.3468594647146963,0.009588932113320124,0.38643795715142804
2015.0,TZ201500000020,R,-5.218571,36.162738,TZGE7AFL,Chemba,Dodoma,Tanzania,-0.8536609965973821,2015,TZ,20,rural,Tanzania,0.3615824921286882,0.35582654525789137,0.3844822263706256,1.0539719712277678,0.5720723263992372
2015.0,ZW201500000020,R,-19.654627,31.963391,ZWGE72FL,Buhera,Manicaland,Zimbabwe,0.16400865746393614,2015,ZW,20,rural,Zimbabwe,0.4826915050717564,2.146987841234173,0.6383439491738245,0.49972369021100316,0.4735571971795307
2015.0,SN201500000020,U,14.7884804164,-17.3663619695,SNGE7AFL,Dakar,Dakar,Senegal,-2.2559233652570496,2015,SN,20,urban,Senegal,0.1947045561719299,-0.16198490698514345,0.311092684262418,0.9245230323410057,0.5490633620441497
2015.0,MW201500000021,R,-15.720948,35.330362,MWGE7AFL,Mulanje,Southern Region,Malawi,-0.19929041298177114,2015,MW,21,rural,Malawi,0.4394566580374331,-1.1505131014453835,0.17098834466500012,-0.13794816919203537,0.3602139036042807
2015.0,SN201500000021,U,12.8041179224,-16.2211093135,SNGE7AFL,Bignona,Ziguinchor,Senegal,-2.944158524820462,2015,SN,21,urban,Senegal,0.11280029528058794,0.5147701906119505,0.40700934759016344,1.1754994063021411,0.5936732792215506
2015.0,TZ201500000021,U,-3.287628,36.47002,TZGE7AFL,Monduli,Arusha,Tanzania,0.9270910100713053,2015,TZ,21,urban,Tanzania,0.5735030470586263,2.6482772162228185,0.7093918132849086,1.660540931513176,0.6798872201027552
2015.0,MW201500000022,R,-16.127469,35.542009,MWGE7AFL,Mulanje,Southern Region,Malawi,-0.6454786041921993,2015,MW,22,rural,Malawi,0.38635749053381807,-0.7606342877991492,0.22624596302636235,-0.5935300637523299,0.2792362790450652
2015.0,SN201500000022,R,13.0427500471,-16.1668078497,SNGE7AFL,Bignona,Ziguinchor,Senegal,0.34702250696720105,2015,SN,22,rural,Senegal,0.5044712904665523,-1.074454462898783,0.18176815386413853,-0.2405316819238797,0.34198014743628746
2015.0,TZ201500000022,R,-3.552966,36.099699,TZGE7AFL,Monduli,Arusha,Tanzania,-0.44421078821353266,2015,TZ,22,rural,Tanzania,0.41030961137490457,1.655097999927791,0.5686282832402503,0.9555215685559751,0.5545732118811889
2015.0,ZW201500000022,R,-20.057093,29.725291,ZWGE72FL,Insiza,Matabeleland South,Zimbabwe,0.46678397080575623,2015,ZW,22,rural,Zimbabwe,0.5187236488976217,1.0971874680508673,0.4895554888969985,-0.7201384724762329,0.25673220609989456
2015.0,AO201500000022,U,-7.374192,20.809691,AOGE71FL,Chitato,Lunda Norte,Angola,-2.3137375197967103,2015,AO,22,urban,Angola,0.187824312506912,3.2847190236031705,0.7995948642599991,0.47097266603855376,0.46844683245931595
2015.0,SN201500000023,R,12.8056114701,-16.376005145,SNGE7AFL,Bignona,Ziguinchor,Senegal,-1.7456671885563155,2015,SN,23,rural,Senegal,0.25542821208690347,0.32430074150090066,0.38001406659490705,-0.050715719513905376,0.3757190776328359
2015.0,TZ201500000023,R,-3.245863,36.987484,TZGE7AFL,Meru,Arusha,Tanzania,-1.3608911027641983,2015,TZ,23,rural,Tanzania,0.3012189574121766,1.188459800120873,0.5024915385512694,1.042126865784798,0.5699669123938126
2015.0,AO201500000024,R,-10.561233,17.424434,AOGE71FL,Luquembo,Malanje,Angola,2.9772716469438887,2015,AO,24,rural,Angola,0.817487283294552,-2.333490973632527,0.003324605309911244,-1.721991365370583,0.07865737829607439
2015.0,MW201500000024,R,-15.4772810759,34.4437372255,MWGE7AFL,Mwanza,Southern Region,Malawi,0.28839668058418794,2015,MW,24,rural,Malawi,0.49749445280819893,-0.6216058455010489,0.24595049770993682,-1.4026363702446085,0.13542128661903496
2015.0,SN201500000024,R,12.7497046447,-16.2869137277,SNGE7AFL,Bignona,Ziguinchor,Senegal,-1.1218262570173496,2015,SN,24,rural,Senegal,0.32966915967795346,-0.852484917557704,0.21322795110111237,0.25969056614007946,0.43089239325541784
2015.0,TZ201500000024,R,-3.4541,37.019346,TZGE7AFL,Meru,Arusha,Tanzania,0.12479740485675905,2015,TZ,24,rural,Tanzania,0.47802512234081335,1.903066119502804,0.6037728646785575,0.12695035663321694,0.407298420409476
2015.0,ZW201500000024,U,-17.309584,31.333858,ZWGE72FL,Bindura,Mashonaland Central,Zimbabwe,-0.7881208001376734,2015,ZW,24,urban,Zimbabwe,0.3693821827941739,2.4363368629256876,0.6793534558570242,1.8682348341350834,0.7168038734433966
2015.0,SN201500000025,R,12.8812977131,-16.1481750879,SNGE7AFL,Bignona,Ziguinchor,Senegal,-1.9696494880574251,2015,SN,25,rural,Senegal,0.2287729265519143,-1.1941321707524455,0.16480620344397326,0.48388524095651064,0.470741984343717
2015.0,TZ201500000025,R,-3.390503,36.788138,TZGE7AFL,Meru,Arusha,Tanzania,0.8533010231742065,2015,TZ,25,rural,Tanzania,0.564721580064376,1.277619439595426,0.5151281557740557,1.762016992213868,0.6979241316729565
2015.0,ZW201500000025,U,-17.883056,30.906238,ZWGE72FL,Harare,Harare,Zimbabwe,-0.6461087783256703,2015,ZW,25,urban,Zimbabwe,0.3862824958958406,2.474286044286835,0.6847320024909613,1.1639903669739404,0.5916275994505057
2015.0,MW201500000026,R,-15.802385,35.219833,MWGE7AFL,Chiradzulu,Southern Region,Malawi,-0.2740133333809372,2015,MW,26,rural,Malawi,0.43056416615890336,-1.412409048892526,0.1338697688206793,-1.3680053187335957,0.1415767996471729
2015.0,TZ201500000026,U,-3.356159,36.698634,TZGE7AFL,Arusha,Arusha,Tanzania,1.0317816676533949,2015,TZ,26,urban,Tanzania,0.5859618858905875,2.380727756011354,0.6714719637119376,3.107442989882598,0.937067527431866
2015.0,MW201500000027,R,-10.828755,33.534122,MWGE7AFL,Rumphi,Northern Region,Malawi,0.01611794017495053,2015,MW,27,rural,Malawi,0.46509159067632116,0.44574085967945554,0.3972258038558043,-0.36341396128538833,0.32013837715979127
2015.0,SN201500000027,R,13.0524791108,-16.5560102913,SNGE7AFL,Bignona,Ziguinchor,Senegal,-1.7620123440589408,2015,SN,27,rural,Senegal,0.25348303700830704,-0.8180181614076946,0.21811293276933785,0.5739528494855242,0.48675109505573977
2015.0,ZW201500000027,R,-18.202717,29.535382,ZWGE72FL,Kadoma,Mashonaland West,Zimbabwe,-0.94036239381032,2015,ZW,27,rural,Zimbabwe,0.3512644870714095,1.413425142132516,0.534375930773444,1.1639903669739404,0.5916275994505057
2015.0,TZ201500000027,U,-3.3992,36.693401,TZGE7AFL,Arusha Urban,Arusha,Tanzania,-1.7925938528975571,2015,TZ,27,urban,Tanzania,0.24984364741368387,1.5388655429652183,0.5521546290604438,1.6322875918654425,0.6748653165594936
2015.0,MW201500000028,R,-13.160898,33.906041,MWGE7AFL,Ntchisi,Central Region,Malawi,-0.11099002333434932,2015,MW,28,rural,Malawi,0.44996495313104234,-0.3803794964823555,0.2801395663800663,-1.1217134791762102,0.1853540619875159
2015.0,SN201500000028,R,12.3945638987,-16.472127132,SNGE7AFL,Oussouye,Ziguinchor,Senegal,-2.1462285858462997,2015,SN,28,rural,Senegal,0.20775891659864165,-0.6040602804041753,0.24843723488601022,1.3371456245290059,0.6224051645911955
2015.0,AO201500000028,U,-8.461192,20.71533,AOGE71FL,Lucapa,Lunda Norte,Angola,1.7005857371567612,2015,AO,28,urban,Angola,0.665553726314061,-1.2997381980328289,0.14983863570787656,-1.4248506433844874,0.13147279987789012
2015.0,TZ201500000028,U,-3.39475,36.684636,TZGE7AFL,Arusha Urban,Arusha,Tanzania,-1.4169396095476592,2015,TZ,28,urban,Tanzania,0.29454883680242044,2.0625501073851646,0.6263765687750515,2.0452645706704424,0.7482701097274637
2015.0,ZW201500000028,U,-18.368937,29.866792,ZWGE72FL,Kadoma,Mashonaland West,Zimbabwe,-1.2352463794446424,2015,ZW,28,urban,Zimbabwe,0.31617146028185483,2.654132640628361,0.7102217039992034,0.747108107040589,0.5175286601964295
2015.0,AO201500000029,R,-10.403526,15.529566,AOGE71FL,Quibala,Cuanza Sul,Angola,1.9442943310987888,2015,AO,29,rural,Angola,0.6945565634727324,-1.9672644426806867,0.05522997993615275,-1.5065295247776476,0.1169547475346211
2015.0,MW201500000029,R,-10.705137,34.139256,MWGE7AFL,Rumphi,Northern Region,Malawi,-0.2914895513747766,2015,MW,29,rural,Malawi,0.428484387615085,1.0743813232171766,0.48632316848510376,-0.6926998142688414,0.261609303695863
2015.0,SN201500000029,U,12.5717448935,-16.2920751866,SNGE7AFL,Ziguinchor,Ziguinchor,Senegal,-2.066396979652197,2015,SN,29,urban,Senegal,0.2172593738337013,-0.03408858185219192,0.3292194612932673,0.4270982910140175,0.4606483604152587
2015.0,TZ201500000029,U,-3.381663,36.672194,TZGE7AFL,Arusha Urban,Arusha,Tanzania,-1.3288406809818678,2015,TZ,29,urban,Tanzania,0.305033156775375,2.6992813137828846,0.7166206363427245,1.394950123488052,0.6326796532625615
2015.0,ZW201500000029,U,-20.323687,30.06431,ZWGE72FL,Zvishavane,Midlands,Zimbabwe,-2.3183905943862224,2015,ZW,29,urban,Zimbabwe,0.18727056771513467,2.4337616848230117,0.6789884752429729,1.573185273242818,0.6643601463032849
