DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE
MZ201500000006,2015,MZ,-2.659808512783828,0.21763053059257687,0.26203703703703707,0.27045107033639143,0.314,0.3386627906976744,True,79.0,2015.0,R,-14.733879,34.475961,MZGE71FL,Tsangano,Tete,Mozambique,MOZ,MZGE71FL00000006.tif,20.54,18.432679497820924
TZ201500000006,2015,TZ,-2.630618925723523,0.22014802282491663,0.24583333333333332,0.25372706422018343,,,False,87.0,2015.0,R,-6.498862,36.189566,TZGE7AFL,Mpwapwa,Dodoma,Tanzania,TZA,TZGE7AFL00000006.tif,22.36111111111111,18.819674777481115
TZ201500000007,2015,TZ,-0.27446097733370733,0.42335779489131853,0.40681818181818186,0.41988115095913264,,,False,95.0,2015.0,R,-5.67122,36.401884,TZGE7AFL,Kongwa,Dodoma,Tanzania,TZA,TZGE7AFL00000007.tif,19.727272727272727,18.952625680945115
MW201500000008,2015,MW,-1.38295917035131,0.32775398985224413,0.43205128205128207,0.445924488355681,,,False,142.0,2015.0,R,-10.316705,34.093615,MWGE7AFL,Karonga,Northern Region,Malawi,MWI,MWGE7AFL00000008.tif,17.158730158730158,15.469226839330284
ZW201500000008,2015,ZW,2.2200471834852435,0.6384997530627632,0.6107407407407408,0.6303516819571866,0.588,0.7369186046511627,False,86.0,2015.0,R,-20.226941,31.639746,ZWGE72FL,Bikita,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000008.tif,24.0,21.011901389450696
MW201500000009,2015,MW,-0.4539700533437279,0.4078758114170037,0.4566666666666667,0.47133027522935783,,,False,151.0,2015.0,R,-15.812706,35.534457,MWGE7AFL,Phalombe,Southern Region,Malawi,MWI,MWGE7AFL00000009.tif,19.873417721518987,17.23396102259721
MZ201500000009,2015,MZ,-1.4513271346724645,0.3218575097559755,0.3655555555555555,0.3772935779816513,,,True,111.0,2015.0,R,-11.794797,39.895091,MZGE71FL,Muidumbe,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000009.tif,21.12727272727273,21.75456916285127
MW201500000010,2015,MW,-1.0568743635315354,0.35587757949250887,0.44919590643274854,0.46361962819893765,,,False,173.0,2015.0,R,-15.280661,34.63048,MWGE7AFL,Neno,Southern Region,Malawi,MWI,MWGE7AFL00000010.tif,22.47787610619469,20.41231129959702
TZ201500000010,2015,TZ,-0.21447336671881592,0.42853150096148707,0.3121031746031746,0.3221248361730013,,,False,76.0,2015.0,R,-6.243803,36.220815,TZGE7AFL,Chamwino,Dodoma,Tanzania,TZA,TZGE7AFL00000010.tif,26.314285714285713,23.864533651143375
MW201500000011,2015,MW,-1.3700873912855591,0.328864132443418,0.43160774410774416,0.44546670836808455,,,False,113.0,2015.0,R,-16.061744,34.955838,MWGE7AFL,Thyolo,Southern Region,Malawi,MWI,MWGE7AFL00000011.tif,23.82758620689655,21.473065896226046
AO201500000012,2015,AO,-0.30710174860912437,0.42054265098490856,0.545138888888889,0.5626433486238532,,,False,126.0,2015.0,R,-14.236392,12.415434,AOGE71FL,Namibe,Namibe,Angola,AGO,AOGE71FL00000012.tif,21.295081967213115,22.690191906265785
MW201500000012,2015,MW,-1.9275365884401816,0.2807862332644585,0.3826851851851852,0.394973241590214,,,False,155.0,2015.0,R,-16.396556,34.819166,MWGE7AFL,Chikwawa,Southern Region,Malawi,MWI,MWGE7AFL00000012.tif,24.417721518987342,24.584030461182028
MZ201500000012,2015,MZ,-3.179850724926037,0.17277884335040988,0.26583333333333337,0.27436926605504586,0.314,0.3386627906976744,True,133.0,2015.0,R,-15.695713,34.098944,MZGE71FL,Moatize,Tete,Mozambique,MOZ,MZGE71FL00000012.tif,18.48051948051948,19.535130561180768
TZ201500000012,2015,TZ,-1.46097121445567,0.32102574410296625,0.2814814814814815,0.290519877675841,,,False,83.0,2015.0,R,-6.494254,35.946378,TZGE7AFL,Chamwino,Dodoma,Tanzania,TZA,TZGE7AFL00000012.tif,28.17948717948718,22.972376770089255
ZW201500000012,2015,ZW,1.329516787846404,0.5616948517446485,0.5755555555555556,0.5940366972477065,0.562,0.6991279069767442,False,107.0,2015.0,R,-19.847012,32.875476,ZWGE72FL,Chimanimani,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000012.tif,21.257575757575758,18.280978433721003
MW201500000013,2015,MW,0.539008626557599,0.49351649240252193,0.5455555555555556,0.5630733944954128,,,False,129.0,2015.0,R,-13.750505,34.118594,MWGE7AFL,Dowa,Central Region,Malawi,MWI,MWGE7AFL00000013.tif,28.318840579710145,21.35656170940774
ZW201500000013,2015,ZW,2.973850667695674,0.703512471889166,0.7125,0.7353784403669724,0.562,0.6991279069767442,False,119.0,2015.0,R,-19.117081,32.330874,ZWGE72FL,Mutare,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000013.tif,25.07547169811321,21.76345654161137
MW201500000014,2015,MW,0.410367957337952,0.4824217179250899,0.5569444444444445,0.5748279816513762,,,False,134.0,2015.0,R,-14.959841,34.878888,MWGE7AFL,Ntcheu,Central Region,Malawi,MWI,MWGE7AFL00000014.tif,24.264705882352942,20.411159990333953
TZ201500000014,2015,TZ,-0.33407732071239427,0.4182161092255955,0.3622222222222222,0.3738532110091743,,,False,97.0,2015.0,R,-6.249205,35.822029,TZGE7AFL,Dodoma Urban,Dodoma,Tanzania,TZA,TZGE7AFL00000014.tif,21.79591836734694,17.791593979363704
SN201500000015,2015,SN,-0.2948210067879583,0.4216018188339872,0.43719667943805873,0.4512351049246019,0.514,0.6293604651162791,False,187.0,2015.0,R,14.71940778,-17.12471162,SNGE7AFL,Rufisque,Dakar,Senegal,SEN,SNGE7AFL00000015.tif,24.30701754385965,19.393515563030203
ZW201500000015,2015,ZW,-0.13594172478849353,0.4353045600713685,0.5201754385964912,0.5368783196523418,0.586,0.7340116279069766,False,128.0,2015.0,R,-20.547394,29.979106,ZWGE72FL,Mberengwa,Midlands,Zimbabwe,ZWE,ZWGE72FL00000015.tif,23.666666666666668,19.229513606651285
MZ201500000016,2015,MZ,-0.7135384785559408,0.38548900981948964,0.34764309764309764,0.35880594940227967,0.414,0.4840116279069767,True,92.0,2015.0,R,-19.942405,34.424131,MZGE71FL,Buzi,Sofala,Mozambique,MOZ,MZGE71FL00000016.tif,25.589285714285715,22.26842590323331
SN201500000016,2015,SN,-0.37192437545032997,0.4149519429281126,0.4158831908831909,0.4292372382968713,0.514,0.6293604651162791,False,172.0,2015.0,R,14.7573059545,-17.2613788926,SNGE7AFL,Rufisque,Dakar,Senegal,SEN,SNGE7AFL00000016.tif,19.73469387755102,16.864866805864484
MW201500000017,2015,MW,-2.8715206584397865,0.1993711533331545,0.3200396825396825,0.33031618610747043,,,False,174.0,2015.0,R,-12.162986,33.986695,MWGE7AFL,Nkhata Bay,Northern Region,Malawi,MWI,MWGE7AFL00000017.tif,17.945652173913043,18.86060149043461
MZ201500000017,2015,MZ,-4.325311260402243,0.07398717512449521,0.09675925925925924,0.0998662079510703,0.357,0.40116279069767435,True,82.0,2015.0,R,-17.485719,37.625697,MZGE71FL,Maganja da Costa,Zambezia,Mozambique,MOZ,MZGE71FL00000017.tif,18.862745098039216,15.820264988732822
SN201500000017,2015,SN,-2.2974681646791533,0.248881024473571,0.24512273901808787,0.2529936526562833,0.514,0.6293604651162791,False,303.0,2015.0,R,14.8520432537,-17.187853684,SNGE7AFL,Rufisque,Dakar,Senegal,SEN,SNGE7AFL00000017.tif,23.53846153846154,19.659483344172635
TZ201500000017,2015,TZ,1.7221520850222156,0.5955581711790892,0.47407407407407404,0.48929663608562685,,,False,91.0,2015.0,R,-5.65481,35.666554,TZGE7AFL,Bahi,Dodoma,Tanzania,TZA,TZGE7AFL00000017.tif,21.15686274509804,17.96037031803031
ZW201500000017,2015,ZW,1.2569656643905152,0.5554375898871793,0.611574074074074,0.6312117737003057,0.535,0.6598837209302326,False,122.0,2015.0,R,-16.477588,30.47242,ZWGE72FL,Guruve,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000017.tif,23.533333333333335,22.825621766098923
MW201500000018,2015,MW,-0.1612638462724197,0.433120622216734,0.5433862433862433,0.5608344255133245,,,False,186.0,2015.0,R,-11.488252,33.536393,MWGE7AFL,Mzimba,Northern Region,Malawi,MWI,MWGE7AFL00000018.tif,26.86868686868687,22.56855608514411
MZ201500000018,2015,MZ,-1.6588876942085238,0.3039561912038293,0.34444444444444444,0.3555045871559633,0.403,0.46802325581395354,True,125.0,2015.0,R,-24.138875,35.14255,MZGE71FL,Jangamo,Inhambane,Mozambique,MOZ,MZGE71FL00000018.tif,21.380281690140844,19.717552874230833
SN201500000018,2015,SN,-3.344382784828013,0.15858857125377684,0.17295751633986928,0.17851119805720453,0.514,0.6293604651162791,False,116.0,2015.0,R,14.8037246386,-17.2721666088,SNGE7AFL,Rufisque,Dakar,Senegal,SEN,SNGE7AFL00000018.tif,22.806451612903224,17.722671143155594
TZ201500000018,2015,TZ,-0.30471797140071116,0.4207482428143994,0.38833333333333336,0.400802752293578,,,False,86.0,2015.0,R,-6.125279,35.403209,TZGE7AFL,Bahi,Dodoma,Tanzania,TZA,TZGE7AFL00000018.tif,27.511111111111113,24.527000170704476
AO201500000019,2015,AO,-1.3812812251931799,0.3278987063188786,0.41379629629629633,0.4270833333333333,,,False,140.0,2015.0,R,-13.705202,14.597441,AOGE71FL,Caluquembe,Huila,Angola,AGO,AOGE71FL00000019.tif,21.043478260869566,19.196686894456164
MW201500000019,2015,MW,-0.545339738090379,0.39999551934072985,0.5458061002178649,0.5633319841698147,,,False,160.0,2015.0,R,-15.90638,35.804088,MWGE7AFL,Phalombe,Southern Region,Malawi,MWI,MWGE7AFL00000019.tif,21.964285714285715,21.330698749037804
ZW201500000019,2015,ZW,1.6894711166150447,0.5927395604210672,0.5867845117845117,0.6056262162913538,,,False,95.0,2015.0,R,-19.827714,27.692634,ZWGE72FL,Tsholotsho,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000019.tif,28.76086956521739,23.340174980405397
MW201500000020,2015,MW,0.38378337863850437,0.4801288978780774,0.5138888888888888,0.5303899082568806,,,False,134.0,2015.0,R,-15.417892,34.799549,MWGE7AFL,Neno,Southern Region,Malawi,MWI,MWGE7AFL00000020.tif,25.803030303030305,23.200941424512997
MZ201500000020,2015,MZ,-2.5719767143300976,0.22520569326626863,0.24528619528619527,0.25316235752015565,,,True,110.0,2015.0,R,-13.102908,40.227938,MZGE71FL,Pemba,Cabo Delgado,Mozambique,MOZ,MZGE71FL00000020.tif,19.912280701754387,19.955558393012765
TZ201500000020,2015,TZ,1.172935186831038,0.5481902768608341,0.48611111111111105,0.5017201834862385,,,False,103.0,2015.0,R,-5.218571,36.162738,TZGE7AFL,Chemba,Dodoma,Tanzania,TZA,TZGE7AFL00000020.tif,27.75,23.890263306440634
ZW201500000020,2015,ZW,1.3904980903471686,0.5669542600071384,0.5761111111111111,0.5946100917431192,0.562,0.6991279069767442,False,126.0,2015.0,R,-19.654627,31.963391,ZWGE72FL,Buhera,Manicaland,Zimbabwe,ZWE,ZWGE72FL00000020.tif,23.071428571428573,20.898874131363918
MW201500000021,2015,MW,-0.7738553953979224,0.38028690232428386,0.4388888888888889,0.45298165137614677,,,False,145.0,2015.0,R,-15.720948,35.330362,MWGE7AFL,Mulanje,Southern Region,Malawi,MWI,MWGE7AFL00000021.tif,21.695652173913043,20.254487046684165
MZ201500000021,2015,MZ,-3.921951808084414,0.10877541265430524,0.1138888888888889,0.11754587155963303,0.414,0.4840116279069767,True,161.0,2015.0,R,-17.082089,34.580454,MZGE71FL,Chemba,Sofala,Mozambique,MOZ,MZGE71FL00000021.tif,20.423076923076923,18.046490633245686
MW201500000022,2015,MW,-0.5586814284568099,0.39884484866510905,0.47916666666666663,0.4945527522935779,,,False,121.0,2015.0,R,-16.127469,35.542009,MWGE7AFL,Mulanje,Southern Region,Malawi,MWI,MWGE7AFL00000022.tif,23.08823529411765,19.795774684179335
MZ201500000022,2015,MZ,-1.8705210363416982,0.2857036104522191,0.2767676767676768,0.2856547122602168,0.414,0.4840116279069767,True,123.0,2015.0,R,-18.227706,35.831612,MZGE71FL,Marromeu,Sofala,Mozambique,MOZ,MZGE71FL00000022.tif,21.23728813559322,18.338144702768723
SN201500000022,2015,SN,-0.8731958220603879,0.3717191637001164,0.38227160493827156,0.3945463812436289,0.565,0.7034883720930232,False,229.0,2015.0,R,13.0427500471,-16.1668078497,SNGE7AFL,Bignona,Ziguinchor,Senegal,SEN,SNGE7AFL00000022.tif,22.641509433962263,20.451656670232193
TZ201500000022,2015,TZ,1.7388456848477079,0.5969979314539995,0.5212962962962964,0.5380351681957187,,,False,83.0,2015.0,R,-3.552966,36.099699,TZGE7AFL,Monduli,Arusha,Tanzania,TZA,TZGE7AFL00000022.tif,24.853658536585368,20.304631215082136
ZW201500000022,2015,ZW,-0.00920858951813464,0.4462348169113863,0.4666666666666667,0.48165137614678893,,,False,135.0,2015.0,R,-20.057093,29.725291,ZWGE72FL,Insiza,Matabeleland South,Zimbabwe,ZWE,ZWGE72FL00000022.tif,24.130434782608695,22.260432480523573
MW201500000023,2015,MW,-1.171006253613665,0.34603413271299777,0.36944444444444446,0.38130733944954126,,,True,32.0,2015.0,R,-14.2194,35.03196,MWGE7AFL,Mangochi,Southern Region,Malawi,MWI,MWGE7AFL00000023.tif,16.466666666666665,14.81247865178289
SN201500000023,2015,SN,1.1935425804728703,0.549967587150113,0.6731481481481482,0.694762996941896,0.565,0.7034883720930232,False,199.0,2015.0,R,12.8056114701,-16.376005145,SNGE7AFL,Bignona,Ziguinchor,Senegal,SEN,SNGE7AFL00000023.tif,25.480392156862745,22.863664108763356
TZ201500000023,2015,TZ,2.0826165617426007,0.6266468781999588,0.5397222222222222,0.557052752293578,,,False,80.0,2015.0,R,-3.245863,36.987484,TZGE7AFL,Meru,Arusha,Tanzania,TZA,TZGE7AFL00000023.tif,31.487179487179485,24.24314530886899
AO201500000024,2015,AO,-4.095055654178906,0.09384585619875496,0.22040598290598293,0.2274832392378264,,,False,123.0,2015.0,R,-10.561233,17.424434,AOGE71FL,Luquembo,Malanje,Angola,AGO,AOGE71FL00000024.tif,24.910714285714285,22.31776853110078
MW201500000024,2015,MW,-1.4403606335921735,0.32280332927814076,0.3958333333333333,0.4085435779816513,,,False,119.0,2015.0,R,-15.4772810759,34.4437372255,MWGE7AFL,Mwanza,Southern Region,Malawi,MWI,MWGE7AFL00000024.tif,25.483333333333334,19.84985306410772
MZ201500000024,2015,MZ,-0.5285918936933356,0.40143995800616505,0.36944444444444446,0.38130733944954126,0.403,0.46802325581395354,True,149.0,2015.0,R,-24.69931,34.884646,MZGE71FL,Zavala,Inhambane,Mozambique,MOZ,MZGE71FL00000024.tif,20.21917808219178,17.827293817924918
SN201500000024,2015,SN,0.17652364782512922,0.46225352467319003,0.49444444444444446,0.5103211009174312,0.565,0.7034883720930232,False,185.0,2015.0,R,12.7497046447,-16.2869137277,SNGE7AFL,Bignona,Ziguinchor,Senegal,SEN,SNGE7AFL00000024.tif,27.693181818181817,23.277613909073576
TZ201500000024,2015,TZ,1.2154478243725146,0.5518568321487123,0.5032407407407407,0.5193998470948011,,,False,118.0,2015.0,R,-3.4541,37.019346,TZGE7AFL,Meru,Arusha,Tanzania,TZA,TZGE7AFL00000024.tif,22.35185185185185,18.552482829730614
MZ201500000025,2015,MZ,-4.438817803483933,0.06419766217463613,0.12962962962962962,0.1337920489296636,0.314,0.3386627906976744,True,97.0,2015.0,R,-14.647696,31.391773,MZGE71FL,Maravia,Tete,Mozambique,MOZ,MZGE71FL00000025.tif,20.89090909090909,18.848983396570095
SN201500000025,2015,SN,0.5458720987837861,0.494108441099179,0.548860398860399,0.5664843566219714,0.565,0.7034883720930232,False,205.0,2015.0,R,12.8812977131,-16.1481750879,SNGE7AFL,Bignona,Ziguinchor,Senegal,SEN,SNGE7AFL00000025.tif,25.170212765957448,21.280835084406995
TZ201500000025,2015,TZ,1.1505843761908123,0.5462626034046452,0.4467948717948718,0.4611414961185603,,,False,74.0,2015.0,R,-3.390503,36.788138,TZGE7AFL,Meru,Arusha,Tanzania,TZA,TZGE7AFL00000025.tif,21.10810810810811,14.533072978906084
MW201500000026,2015,MW,-1.6385749337980606,0.3057080904837016,0.40555555555555556,0.4185779816513761,,,False,119.0,2015.0,R,-15.802385,35.219833,MWGE7AFL,Chiradzulu,Southern Region,Malawi,MWI,MWGE7AFL00000026.tif,25.50793650793651,22.276758477255356
MZ201500000026,2015,MZ,-3.547269281799289,0.1410903730395786,0.22314814814814815,0.23031345565749234,0.326,0.3561046511627907,True,110.0,2015.0,R,-14.782517,39.931216,MZGE71FL,Monapo,Nampula,Mozambique,MOZ,MZGE71FL00000026.tif,17.89830508474576,15.926225298235174
MW201500000027,2015,MW,-0.08371320138513876,0.43980907401679964,0.4740740740740741,0.4892966360856269,,,False,175.0,2015.0,R,-10.828755,33.534122,MWGE7AFL,Rumphi,Northern Region,Malawi,MWI,MWGE7AFL00000027.tif,23.24390243902439,19.617679715564297
SN201500000027,2015,SN,0.822538126387811,0.5179698466753001,0.4772222222222222,0.492545871559633,0.565,0.7034883720930232,False,246.0,2015.0,R,13.0524791108,-16.5560102913,SNGE7AFL,Bignona,Ziguinchor,Senegal,SEN,SNGE7AFL00000027.tif,23.729508196721312,20.176918686707722
ZW201500000027,2015,ZW,2.1075925201913113,0.6288009607931784,0.5843434343434344,0.6031067556296914,0.596,0.7485465116279069,False,106.0,2015.0,R,-18.202717,29.535382,ZWGE72FL,Kadoma,Mashonaland West,Zimbabwe,ZWE,ZWGE72FL00000027.tif,21.714285714285715,19.460649606754735
MW201500000028,2015,MW,-0.9432191460925873,0.36567991504718145,0.43943355119825706,0.4535438028422378,,,False,155.0,2015.0,R,-13.160898,33.906041,MWGE7AFL,Ntchisi,Central Region,Malawi,MWI,MWGE7AFL00000028.tif,18.674698795180724,17.902247054582034
MZ201500000028,2015,MZ,-1.8512567526922634,0.2873650825500891,0.32936507936507936,0.3399410222804718,0.455,0.5436046511627907,True,95.0,2015.0,R,-20.272884,32.997563,MZGE71FL,Mossurize,Manica,Mozambique,MOZ,MZGE71FL00000028.tif,19.210526315789473,16.95975998198726
SN201500000028,2015,SN,1.697878767648263,0.593464688739074,0.48518518518518516,0.5007645259938838,0.565,0.7034883720930232,False,107.0,2015.0,R,12.3945638987,-16.472127132,SNGE7AFL,Oussouye,Ziguinchor,Senegal,SEN,SNGE7AFL00000028.tif,30.02173913043478,21.239888188066008
AO201500000029,2015,AO,-3.2144511524226704,0.16979468645643087,0.21333333333333332,0.22018348623853207,,,False,92.0,2015.0,R,-10.403526,15.529566,AOGE71FL,Quibala,Cuanza Sul,Angola,AGO,AOGE71FL00000029.tif,19.934782608695652,16.21851092481543
MW201500000029,2015,MW,0.348113233171323,0.4770524818275682,0.6083735909822867,0.6279085228028188,,,False,187.0,2015.0,R,-10.705137,34.139256,MWGE7AFL,Rumphi,Northern Region,Malawi,MWI,MWGE7AFL00000029.tif,22.05,21.423754869939877
MW201500000031,2015,MW,-0.44985300665719247,0.4082308912279007,0.4923611111111111,0.5081708715596329,,,False,144.0,2015.0,R,-15.005047,35.179711,MWGE7AFL,Balaka,Southern Region,Malawi,MWI,MWGE7AFL00000031.tif,22.0,19.564489023974808
ZW201500000031,2015,ZW,0.23210961977804054,0.46704760594365824,0.395940170940171,0.40865384615384615,0.578,0.7223837209302325,False,95.0,2015.0,R,-18.145638,30.935593,ZWGE72FL,Seke,Mashonaland East,Zimbabwe,ZWE,ZWGE72FL00000031.tif,19.06,14.918020878748477
AO201500000032,2015,AO,-1.6405507268669468,0.30553768575363965,0.3907407407407407,0.40328746177370023,,,False,133.0,2015.0,R,-14.338805,14.955619,AOGE71FL,Chicomba,Huila,Angola,AGO,AOGE71FL00000032.tif,16.41891891891892,18.11606927394961
MZ201500000032,2015,MZ,-3.2809160851102765,0.16406233568975698,0.24074074074074073,0.24847094801223238,0.325,0.3546511627906977,True,110.0,2015.0,R,-13.300373,35.099773,MZGE71FL,Lichinga,Niassa,Mozambique,MOZ,MZGE71FL00000032.tif,26.037037037037038,22.09239855864623
TZ201500000032,2015,TZ,3.654408061098707,0.7622079905346989,0.632834757834758,0.6531551399670666,,,False,110.0,2015.0,R,-3.34035,35.703865,TZGE7AFL,Karatu,Arusha,Tanzania,TZA,TZGE7AFL00000032.tif,25.29310344827586,21.493376067082636
MW201500000033,2015,MW,-1.2719361320256632,0.33732930984625903,0.38611111111111107,0.3985091743119265,,,False,151.0,2015.0,R,-13.405455,33.65176,MWGE7AFL,Dowa,Central Region,Malawi,MWI,MWGE7AFL00000033.tif,25.661971830985916,22.35233683019795
ZW201500000033,2015,ZW,2.824647212570864,0.6906442343721725,0.7226851851851852,0.7458906727828746,,,False,104.0,2015.0,R,-17.968444,27.536383,ZWGE72FL,Binga,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000033.tif,21.87719298245614,15.34259963006665
SN201500000034,2015,SN,-1.0751542253634274,0.3543010100783901,0.375,0.3870412844036697,0.565,0.7034883720930232,False,144.0,2015.0,R,12.587204562,-16.0431390802,SNGE7AFL,Ziguinchor,Ziguinchor,Senegal,SEN,SNGE7AFL00000034.tif,18.102941176470587,16.52238617608583
TZ201500000034,2015,TZ,-0.5751471442551591,0.3974247425314862,0.4281045751633987,0.4418510523475445,,,False,119.0,2015.0,R,-2.13021,35.872748,TZGE7AFL,Ngorongoro,Arusha,Tanzania,TZA,TZGE7AFL00000034.tif,20.075757575757574,19.041905694918576
ZW201500000034,2015,ZW,2.888383507424239,0.6961412503758587,0.6593137254901961,0.6804843497031839,,,False,160.0,2015.0,R,-18.352276,27.889289,ZWGE72FL,Lupane,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000034.tif,25.951219512195124,23.554456179284568
MW201500000035,2015,MW,-0.8751272438082175,0.3715525858298132,0.4657407407407407,0.48069571865443417,,,False,122.0,2015.0,R,-16.13711,34.8008,MWGE7AFL,Chikwawa,Southern Region,Malawi,MWI,MWGE7AFL00000035.tif,21.536231884057973,19.58659483823576
MZ201500000035,2015,MZ,-2.6444906781328297,0.21895163628929273,0.3716666666666667,0.3836009174311927,0.357,0.40116279069767435,True,77.0,2015.0,R,-18.350299,36.151815,MZGE71FL,Chinde,Zambezia,Mozambique,MOZ,MZGE71FL00000035.tif,23.386363636363637,21.87513817534131
MW201500000036,2015,MW,-1.323546391765412,0.33287811881928675,0.39478485838779953,0.4074614364094261,,,False,152.0,2015.0,R,-14.997775,35.549022,MWGE7AFL,Machinga,Southern Region,Malawi,MWI,MWGE7AFL00000036.tif,20.733333333333334,20.692396692961317
SN201500000036,2015,SN,-1.0891281010331737,0.35309581579518257,0.36898148148148147,0.38082951070336385,0.189,0.1569767441860465,False,221.0,2015.0,R,14.8152634766,-16.4817746594,SNGE7AFL,Bambey,Diourbel,Senegal,SEN,SNGE7AFL00000036.tif,23.023076923076925,21.829666672862892
TZ201500000036,2015,TZ,-1.4337935073017882,0.32336971925106783,0.2657407407407407,0.27427370030581033,,,False,111.0,2015.0,R,-3.2097,36.631767,TZGE7AFL,Arusha,Arusha,Tanzania,TZA,TZGE7AFL00000036.tif,24.050847457627118,21.007735626811016
AO201500000037,2015,AO,-3.970644136111861,0.10457588227621573,0.17973646723646722,0.1855078216890143,,,False,121.0,2015.0,R,-13.268225,16.286991,AOGE71FL,Tchikala-tcholo.,Huambo,Angola,AGO,AOGE71FL00000037.tif,18.825396825396826,19.8539341047754
