DHSID,HV007: year of interview,HV000: country code,Female Education PCA,Female Education PCA (min-max-scaled),EDI,EDI (min-max-scaled),EDI (UNESCO),EDI (UNESCO) (min-max-scaled),Imputed,households,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,GEID,adm2_name,adm1_name,adm0_name,ISO3,TIF_name,MEAN_AGE,STD_AGE,Random Split (Cross Val) Rural,TestIndex
NG201800000391,2018,NG,-2.4015997694219124,0.2463608582287103,0.2305555555555555,0.2379587155963302,0.287,0.2871410736579276,False,156.0,2018.0,R,9.968071,11.57657,NGGE7BFL,Kaltungo,Gombe,Nigeria,NGA,NGGE7BFL00000391.tif,22.714285714285715,18.726980348167796,split1,0.8211525853359993
MW201500000348,2015,MW,-2.3500271469360507,0.250862211604793,0.3877178649237472,0.4001675211368951,,,False,165.0,2015.0,R,-13.841007,34.529168,MWGE7AFL,Salima,Central Region,Malawi,MWI,MWGE7AFL00000348.tif,24.07058823529412,23.87556443376392,split1,0.29848214467768175
TZ202200000380,2022,TZ,1.3029048372992975,0.5696968360093551,,,,,False,115.0,2022.0,R,-1.069759,30.809204,TZGE81FL,Kyerwa,Kagera,Tanzania,TZA,TZGE81FL00000380.tif,22.181818181818183,17.219810844544302,split1,0.1417295028884482
SN201700000355,2017,SN,-1.4232459680485476,0.3317533780297457,0.361343732895457,0.3729465133095312,0.363,0.3820224719101124,False,225.0,2017.0,R,14.371949,-16.760026,SNGE7RFL,Mbour,Thies,Senegal,SEN,SNGE7RFL00000355.tif,22.884955752212388,20.31877747499543,split1,0.6444801563521066
BF202100000434,2021,BF,-1.2689512511477208,0.3452205047988692,0.375,0.3870412844036697,,,False,156.0,2021.0,R,11.191366595,-3.53318042255,BFGE81FL,Tuy,Hauts-bassins,Burkina Faso,BFA,BFGE81FL00000434.tif,19.85,16.026955142485438,split1,0.899487074686524
SN201900000104,2019,SN,0.9597561821653752,0.539746190049694,0.5673280423280423,0.58554499781564,0.403,0.4319600499375781,False,149.0,2019.0,R,14.641992,-17.091755,SNGE8BFL,Mbour,Thies,Senegal,SEN,SNGE8BFL00000104.tif,24.632911392405063,18.652818041848384,split1,0.6769276870754568
BJ201700000047,2017,BJ,-3.29306331557092,0.1685522797680648,0.18125,0.1870699541284403,,,False,160.0,2017.0,R,10.517904,0.801965,BJGE71FL,Kobli,Atakora,Benin,BEN,BJGE71FL00000047.tif,21.86206896551724,20.10852671958833,split1,0.051832188823756065
TZ202200000048,2022,TZ,2.823625978166318,0.7024281750720249,0.6194444444444445,0.6393348623853211,,,False,68.0,2022.0,R,-3.737445,37.659333,TZGE81FL,Mwanga,Kilimanjaro,Tanzania,TZA,TZGE81FL00000048.tif,34.22222222222222,24.820626343094,split1,0.6219958010643823
SL201900000468,2019,SL,-3.6721731208667903,0.1354628784594069,0.1881578947368421,0.1941996619990342,,,False,144.0,2019.0,R,8.190785,-12.866788,SLGE7AFL,Moyamba,Southern,Sierra Leone,SLE,SLGE7AFL00000468.tif,20.584415584415584,19.7499837770424,split1,0.7857474222257959
CM201800000157,2018,CM,-3.3182285645058536,0.1663558105409225,0.1921927609427609,0.1983640881289963,0.371,0.3920099875156055,False,172.0,2018.0,R,9.908817,14.167312,CMGE71FL,Mayo-Louti,Nord,Cameroon,CMR,CMGE71FL00000157.tif,20.093023255813957,19.55422500275264,split1,0.19682432261577465
ZW201500000078,2015,ZW,0.0377317650026629,0.4592702025397748,0.505462962962963,0.5216934250764526,0.535,0.5967540574282149,False,154.0,2015.0,R,-16.110256,31.375686,ZWGE72FL,Centenary,Mashonaland Central,Zimbabwe,ZWE,ZWGE72FL00000078.tif,21.906666666666663,19.710179379477275,split1,0.18352297289960784
UG201600000572,2016,UG,-1.7289205988296483,0.3050735338619118,0.3753205128205128,0.387372088920254,,,False,118.0,2016.0,R,-0.905936346099,30.6876342926,UGGE7AFL,Isingiro,Isingiro,Uganda,UGA,UGGE7AFL00000572.tif,22.73584905660377,21.88444384576213,split1,0.41548427135860344
NG201800000173,2018,NG,1.3825086114986629,0.576644799879904,0.5281084656084657,0.5450660768894714,0.594,0.6704119850187267,False,171.0,2018.0,R,8.260982,8.827548,NGGE7BFL,Keana,Nassarawa,Nigeria,NGA,NGGE7BFL00000173.tif,24.98611111111111,18.886982666402847,split1,0.4584031740760348
KE202200000720,2022,KE,2.3643924365101423,0.6623454266387625,,,,,False,77.0,2022.0,R,-0.809624,37.145154,KEGE8AFL,Maragua,Central,Kenya,KEN,KEGE8AFL00000720.tif,32.717948717948715,23.345177252372046,split1,0.6006906066195242
NG201800000587,2018,NG,-3.195496911120109,0.1770680550553753,0.1636574074074074,0.1689124617737003,0.429,0.4644194756554308,False,132.0,2018.0,R,11.952728,9.134053,NGGE7BFL,Ajingi,Kano,Nigeria,NGA,NGGE7BFL00000587.tif,19.67142857142857,17.9941386822241,split1,0.3106978642041066
SL201900000275,2019,SL,-2.4075101687860814,0.2458449876980001,0.3297979797979798,0.3403878231859883,,,False,82.0,2019.0,R,7.523533,-11.447673,SLGE7AFL,Pujehun,Southern,Sierra Leone,SLE,SLGE7AFL00000275.tif,22.56410256410257,19.11433035267804,split1,0.3136989621217944
SN201700000258,2017,SN,-3.890006466131671,0.1164499833055827,0.1651455026455026,0.1704483398864132,,,False,133.0,2017.0,R,16.455554,-15.212883,SNGE7RFL,Podor,Saint louis,Senegal,SEN,SNGE7RFL00000258.tif,20.626666666666665,18.48649860386305,split1,0.394495362583447
RW201900000249,2019,RW,0.448983937296096,0.4951650487768815,0.4344444444444444,0.448394495412844,0.434,0.470661672908864,False,85.0,2019.0,R,-1.750797,29.587598,RWGE81FL,Ngororero,West,Rwanda,RWA,RWGE81FL00000249.tif,33.62222222222222,22.96567486973161,split1,0.45240050198893555
SN201500000209,2015,SN,-1.924554673384093,0.2879982318988622,0.2796296296296296,0.2886085626911314,,,False,212.0,2015.0,R,13.014022,-15.684764,SNGE7AFL,Bounkiling,Sedhiou,Senegal,SEN,SNGE7AFL00000209.tif,26.618181818181817,22.916274341424035,split1,0.4155267482602295
UG201600000428,2016,UG,-1.8309909394436237,0.2961646467397458,0.5127136752136752,0.529176958362738,,,False,118.0,2016.0,R,3.20752763726,31.5433851086,UGGE7AFL,Obongi,Moyo,Uganda,UGA,UGGE7AFL00000428.tif,20.134328358208958,18.71144158350637,split1,0.14990154499062047
MD202100000102,2021,MD,-1.927604894540358,0.287732002984416,0.2939814814814815,0.3034212538226299,0.473,0.5193508114856429,False,147.0,2021.0,R,-19.912752,47.136997,MDGE81FL,Antsirabe II,Vakinankaratra,Madagascar,MDG,MDGE81FL00000102.tif,26.253731343283583,18.72070906742947,split1,0.6434509390137749
MD202100000230,2021,MD,-2.309126662814587,0.2544320811093744,0.1895299145299145,0.1956157374735356,0.391,0.4169787765293384,False,110.0,2021.0,R,-21.298659,48.011719,MDGE81FL,Mananjary,Vatovavy Fitovinany,Madagascar,MDG,MDGE81FL00000230.tif,21.166666666666668,18.312538234875404,split1,0.8310654869352857
UG201600000367,2016,UG,-0.5150988548370367,0.4110181289187468,0.5399509803921568,0.5572888559093362,,,False,153.0,2016.0,R,2.53762626077,32.6846051596,UGGE7AFL,Oyam,Oyam,Uganda,UGA,UGGE7AFL00000367.tif,22.696202531645568,20.62134469886056,split1,0.6705302132245418
NG201800000777,2018,NG,3.0160997601685176,0.7192276408866731,,,0.687,0.7865168539325844,False,140.0,2018.0,R,5.486038,7.391013,NGGE7BFL,Umuahia South,Abia,Nigeria,NGA,NGGE7BFL00000777.tif,26.380281690140844,24.07450708421854,split1,0.17230570445141324
TZ201500000577,2015,TZ,2.636172782330144,0.6860669152550366,0.6039351851851852,0.6233275993883791,,,False,124.0,2015.0,R,-6.16935,39.219951,TZGE7AFL,Mjini,Mjini Magharibi,Tanzania,TZA,TZGE7AFL00000577.tif,26.253968253968253,19.774509703124775,split1,0.4311514349338471
KE202200000275,2022,KE,-4.020911742104947,0.1050243299735096,0.1574074074074073,0.1624617737003057,,,False,77.0,2022.0,R,1.398676,39.604326,KEGE8AFL,Wajir,North Eastern,Kenya,KEN,KEGE8AFL00000275.tif,15.595238095238097,14.46452266048163,split1,0.1888397423725957
NG201800000340,2018,NG,-5.224189882926692,0.0,0.0,0.0,0.406,0.4357053682896381,False,110.0,2018.0,R,13.074228,12.512733,NGGE7BFL,Mobbar,Borno,Nigeria,NGA,NGGE7BFL00000340.tif,22.73076923076923,18.341119969882502,split1,0.1862346042600036
SN201900000018,2019,SN,-1.9345770666522373,0.2871234589747908,0.3183080808080808,0.3285289824854044,0.478,0.5255930087390761,False,120.0,2019.0,R,14.768898,-17.267596,SNGE8BFL,Rufisque,Dakar,Senegal,SEN,SNGE8BFL00000018.tif,23.03030303030303,17.483152063075067,split1,0.007763679762589182
CI202100000045,2021,CI,-1.1917127706126618,0.3519620214866291,0.3301282051282052,0.3407286520818631,,,False,76.0,2021.0,R,5.3819005377,-4.10961978683,CIGE81FL,Abidjan,District autonome de Abidjan,Cote d'Ivoire,CIV,CIGE81FL00000045.tif,23.175,17.77911119465185,split1,0.9063416304234811
MW201500000093,2015,MW,0.1403375931509693,0.4682258279991501,0.5043650793650793,0.5205602883355176,,,False,122.0,2015.0,R,-15.807274,35.304838,MWGE7AFL,Chiradzulu,Southern Region,Malawi,MWI,MWGE7AFL00000093.tif,25.318840579710145,20.82101084850645,split1,0.8745051662097535
BF202100000206,2021,BF,-4.151189335447492,0.0936534619362841,0.070795177045177,0.073068416675068,,,False,203.0,2021.0,R,13.4300844961,-1.53424348571,BFGE81FL,Bam,Centre-nord,Burkina Faso,BFA,BFGE81FL00000206.tif,22.135135135135137,19.123277812649015,split1,0.9075931679365924
KE202200000271,2022,KE,-1.3403714620678555,0.3389868173878012,0.2777777777777778,0.286697247706422,,,False,45.0,2022.0,R,1.579274,40.135928,KEGE8AFL,Wajir,North Eastern,Kenya,KEN,KEGE8AFL00000271.tif,21.157894736842103,16.526958306875255,split1,0.0900480471627092
NG201800000285,2018,NG,-4.83712959137414,0.0337833343767857,0.0682692307692307,0.0704613620324629,0.375,0.3970037453183521,False,158.0,2018.0,R,8.678917,12.213347,NGGE7BFL,Jada,Adamawa,Nigeria,NGA,NGGE7BFL00000285.tif,21.2948717948718,17.197937791173228,split1,0.8016150677533413
BJ201700000115,2017,BJ,-3.267813880194656,0.1707560969426962,0.1948717948717948,0.2011291460832745,,,False,101.0,2017.0,R,6.748964,2.041969,BJGE71FL,Toffo,Atlantique,Benin,BEN,BJGE71FL00000115.tif,23.22222222222222,21.728745126672045,split1,0.10743198382103814
SN201800000135,2018,SN,-2.0271933541942637,0.2790397389987157,0.3928968253968254,0.4055127785058978,0.4,0.4282147315855182,False,280.0,2018.0,R,14.43911,-16.564181,SNGE81FL,Fatick,Fatick,Senegal,SEN,SNGE81FL00000135.tif,21.775510204081638,20.38425255697157,split1,0.14452493638159902
LB201900000103,2019,LB,-4.37442081260945,0.0741694078987691,0.1223484848484848,0.1262771059216013,0.437,0.4744069912609239,False,77.0,2019.0,R,6.292269,-10.580843,LBGE7AFL,Mambah Kaba,Margibi,Liberia,LBR,LBGE7AFL00000103.tif,29.09090909090909,19.90189004272527,split1,0.45535495069210763
ZM201800000285,2018,ZM,1.1998599237098726,0.5607028863648308,0.5301994301994302,0.5472241825452834,0.614,0.6953807740324596,False,118.0,2018.0,R,-12.829425,27.689629,ZMGE71FL,Lufwanyama,Copperbelt,Zambia,ZMB,ZMGE71FL00000285.tif,24.55555555555556,20.502799318000797,split1,0.9409659484533042
KE202200000414,2022,KE,1.812643073976612,0.6141877271447604,0.6516666666666666,0.672591743119266,,,False,87.0,2022.0,R,0.094505,37.809372,KEGE8AFL,Meru North,Eastern,Kenya,KEN,KEGE8AFL00000414.tif,29.928571428571427,23.642038681792204,split1,0.5052912003005124
ZM201800000449,2018,ZM,-1.3143140307034291,0.341261157938865,0.3840277777777777,0.3963589449541284,0.43,0.4656679151061174,False,123.0,2018.0,R,-13.444602,32.871241,ZMGE71FL,Chipata,Eastern,Zambia,ZMB,ZMGE71FL00000449.tif,24.2,19.899190379957115,split1,0.27553050296471526
ML201800000102,2018,ML,-4.858118877754739,0.0319513508445001,0.0372507122507122,0.0384468360385791,0.241,0.229712858926342,False,188.0,2018.0,R,12.045936,-6.070642,MLGE7AFL,Sikasso,Sikasso,Mali,MLI,MLGE7AFL00000102.tif,18.585858585858585,16.960343963715864,split1,0.48712214287688005
UG201600000526,2016,UG,-1.0500986571052235,0.3643223618612612,0.4327380952380952,0.4466333551769331,,,False,139.0,2016.0,R,0.542855637456,30.2138980579,UGGE7AFL,Bunyangabu,Kabarole,Uganda,UGA,UGGE7AFL00000526.tif,22.246376811594203,19.820819266249742,split1,0.3009419576445004
TZ201500000305,2015,TZ,-1.3790400779948024,0.3356117494455238,0.3133903133903134,0.3234533051046813,,,False,109.0,2015.0,R,-8.381169,31.596398,TZGE7AFL,Kalambo,Rukwa,Tanzania,TZA,TZGE7AFL00000305.tif,18.482142857142858,17.9554915088581,split1,0.3822428144796487
ZW201500000370,2015,ZW,0.9434843591798888,0.538325955401925,0.5425925925925926,0.5600152905198776,0.588,0.6629213483146068,False,125.0,2015.0,R,-20.504913,31.685118,ZWGE72FL,Zaka,Masvingo,Zimbabwe,ZWE,ZWGE72FL00000370.tif,23.81159420289855,20.0823857282642,split1,0.08880862998579941
TZ202200000024,2022,TZ,-1.714411299324914,0.3063399322175148,0.3706296992481203,0.3825306528937021,,,False,145.0,2022.0,R,-3.450747,36.361956,TZGE81FL,Monduli,Arusha,Tanzania,TZA,TZGE81FL00000024.tif,19.790123456790123,17.627901214681454,split1,0.7093825860005494
UG201600000551,2016,UG,-0.8706027220526438,0.3799890973169488,0.4708333333333333,0.4859518348623853,,,False,113.0,2016.0,R,-0.164573708778,30.4311796507,UGGE7AFL,Kitagwenda,Kamwenge,Uganda,UGA,UGGE7AFL00000551.tif,22.42,19.65009217405811,split1,0.13504100350317194
SN201700000370,2017,SN,-3.3482808243707343,0.1637327940084826,0.2143518518518518,0.2212347094801223,0.214,0.1960049937578027,False,139.0,2017.0,R,15.304627,-14.579499,SNGE7RFL,Linguere,Louga,Senegal,SEN,SNGE7RFL00000370.tif,21.114285714285717,17.68692537420075,split1,0.896621367179213
SN201700000357,2017,SN,-2.1519643116860334,0.26814950026989,0.3148148148148147,0.3249235474006115,,,False,199.0,2017.0,R,16.607598,-14.846994,SNGE7RFL,Podor,Saint louis,Senegal,SEN,SNGE7RFL00000357.tif,24.320388349514563,20.18503308473929,split1,0.8073885140981836
KE202200000142,2022,KE,2.000227169499312,0.6305604121272237,0.5904040404040405,0.6093619683069225,,,False,68.0,2022.0,R,-1.795369,40.098624,KEGE8AFL,Tana River,Coast,Kenya,KEN,KEGE8AFL00000142.tif,26.724137931034484,19.32410883497632,split1,0.3254578070043127
TZ202200000302,2022,TZ,-0.3792321664143471,0.4228768234576235,,,,,False,115.0,2022.0,R,-8.159495,31.458881,TZGE81FL,Kalambo,Rukwa,Tanzania,TZA,TZGE81FL00000302.tif,19.82089552238806,17.11540629138619,split1,0.41234483936853006
KE202200000115,2022,KE,-2.841337987834464,0.2079796974764809,0.2564814814814815,0.264717125382263,,,False,103.0,2022.0,R,-2.425985,40.413877,KEGE8AFL,Tana River,Coast,Kenya,KEN,KEGE8AFL00000115.tif,20.516666666666666,20.111967654554668,split1,0.7384014373476094
KE202200000052,2022,KE,1.5443681432453746,0.5907721976068463,0.6501780626780627,0.6710553399200188,,,False,101.0,2022.0,R,-4.164118,39.614529,KEGE8AFL,Kwale,Coast,Kenya,KEN,KEGE8AFL00000052.tif,27.215686274509803,21.275632752508397,split1,0.6668715431514168
GN201800000017,2018,GN,-4.432665959805447,0.0690856642895895,0.1064814814814814,0.109900611620795,0.245,0.2347066167290886,False,92.0,2018.0,R,11.519373,-12.626372,GNGE71FL,Lelouma,Labe,Guinea,GIN,GNGE71FL00000017.tif,23.875,20.845808386165487,split1,0.31250953890692057
KE202200000443,2022,KE,0.8849265027365651,0.5332149179543029,0.4324074074074074,0.4462920489296635,,,False,76.0,2022.0,R,0.00324800000004,37.892943,KEGE8AFL,Meru North,Eastern,Kenya,KEN,KEGE8AFL00000443.tif,28.655172413793103,22.380278087875503,split1,0.49413632363897664
MD202100000209,2021,MD,-1.9102518088976028,0.2892466122262649,0.2889550264550264,0.2982333988641328,,,False,177.0,2021.0,R,-20.420909,46.971014,MDGE81FL,Ambatofinandrahana,Amoron I Mania,Madagascar,MDG,MDGE81FL00000209.tif,20.305882352941172,17.147138821036563,split1,0.08937177264170071
SN201700000307,2017,SN,-2.5438454271014934,0.2339453955167917,0.2643915343915343,0.2728811708169505,0.363,0.3820224719101124,False,279.0,2017.0,R,14.752498,-16.699998,SNGE7RFL,Thies,Thies,Senegal,SEN,SNGE7RFL00000307.tif,23.43448275862069,21.18038066004043,split1,0.14246705485427702
GN201800000275,2018,GN,-1.707912595018939,0.3069071510859344,0.319281045751634,0.329533189422558,0.346,0.3607990012484394,False,160.0,2018.0,R,9.982661,-12.88582,GNGE71FL,Kindia,Kindia,Guinea,GIN,GNGE71FL00000275.tif,25.36231884057971,19.734242421630203,split1,0.9290118731948892
KE202200000100,2022,KE,0.2854091642096994,0.4808879416300372,0.5601851851851851,0.5781727828746176,,,False,86.0,2022.0,R,-3.323369,40.040879,KEGE8AFL,Malindi,Coast,Kenya,KEN,KEGE8AFL00000100.tif,26.6046511627907,22.035836110520087,split1,0.011529011234812203
UG201600000624,2016,UG,-1.0127508112705217,0.3675821505598782,0.4416666666666666,0.4558486238532109,,,False,114.0,2016.0,R,-0.873881054708,29.8217958064,UGGE7AFL,Kinkiizi,Kanungu,Uganda,UGA,UGGE7AFL00000624.tif,24.7,22.74642829105264,split1,0.802030681937392
TZ202200000043,2022,TZ,-3.793072076039633,0.1249105952168526,0.1324074074074074,0.1366590214067278,,,False,129.0,2022.0,R,-2.74561,36.959671,TZGE81FL,Longido,Arusha,Tanzania,TZA,TZGE81FL00000043.tif,18.29268292682927,19.121759181480133,split1,0.4224578243137812
KE202200000379,2022,KE,1.422558680806051,0.5801404436148834,,,,,False,88.0,2022.0,R,0.111221,37.572822,KEGE8AFL,Meru Central,Eastern,Kenya,KEN,KEGE8AFL00000379.tif,33.51428571428571,21.77339367826953,split1,0.28558276021336626
MW201500000183,2015,MW,-1.4226907408610625,0.3318018392802001,0.4274074074074074,0.4411314984709479,,,False,148.0,2015.0,R,-12.718273,33.328202,MWGE7AFL,Kasungu,Central Region,Malawi,MWI,MWGE7AFL00000183.tif,20.15853658536585,19.44569488817076,split1,0.06846043762171872
KE202200000285,2022,KE,-3.6369746565421153,0.1385350651853046,0.2453703703703703,0.2532492354740061,,,False,135.0,2022.0,R,3.854331,40.107572,KEGE8AFL,Mandera,North Eastern,Kenya,KEN,KEGE8AFL00000285.tif,15.904761904761903,15.028697586686402,split1,0.903721484516272
KE202200001370,2022,KE,2.416198876876936,0.666867188069681,0.7865079365079365,0.8117627785058977,,,False,91.0,2022.0,R,0.760626,34.7162,KEGE8AFL,Bungoma,Western,Kenya,KEN,KEGE8AFL00001370.tif,26.127659574468087,20.334824510715386,split1,0.9126983788068984
TZ201500000489,2015,TZ,0.2388336600740092,0.4768227459374696,0.425324074074074,0.4389812691131498,,,False,155.0,2015.0,R,-2.631985,33.739559,TZGE7AFL,Bariadi,Simiyu,Tanzania,TZA,TZGE7AFL00000489.tif,18.408450704225352,16.03173412310608,split1,0.6830145297388602
MW201500000692,2015,MW,-0.5120803414587001,0.411281590319998,0.5321393762183235,0.5492264204088201,,,False,143.0,2015.0,R,-14.461605,35.21332,MWGE7AFL,Mangochi,Southern Region,Malawi,MWI,MWGE7AFL00000692.tif,20.88235294117647,19.48773226118097,split1,0.21669473704226294
KE202200000046,2022,KE,-0.5289284387123169,0.4098110573938524,0.4750462962962962,0.4903000764525993,,,False,171.0,2022.0,R,-4.438479,39.128307,KEGE8AFL,Kwale,Coast,Kenya,KEN,KEGE8AFL00000046.tif,24.40860215053764,22.796947049197364,split1,0.6708371322455662
TZ202200000299,2022,TZ,1.3411955460735183,0.5730389195200527,0.5674603174603174,0.5856815203145478,,,False,117.0,2022.0,R,-5.044017,31.80423,TZGE81FL,Kaliua,Tabora,Tanzania,TZA,TZGE81FL00000299.tif,23.814285714285717,22.055458989137637,split1,0.13503536432301944
MW201500000477,2015,MW,-1.5593770707772316,0.319871604923761,,,,,False,117.0,2015.0,R,-15.813054,35.358931,MWGE7AFL,Mulanje,Southern Region,Malawi,MWI,MWGE7AFL00000477.tif,21.803030303030305,19.002202056174514,split1,0.44633592617660656
ZM201800000196,2018,ZM,1.4117343815620302,0.5791956788618565,0.6643162393162394,0.6856474947071277,0.488,0.5380774032459426,False,135.0,2018.0,R,-10.144707,31.240904,ZMGE71FL,Mungwi,Northern,Zambia,ZMB,ZMGE71FL00000196.tif,20.337662337662337,17.371793827328855,split1,0.04021586893759588
UG201600000292,2016,UG,-0.8946307033057815,0.3778918909054673,0.5067307692307692,0.5230019407198305,,,False,136.0,2016.0,R,1.94713283123,33.3498249707,UGGE7AFL,Kalaki,Kaberamaido,Uganda,UGA,UGGE7AFL00000292.tif,21.83098591549296,20.44783321772257,split1,0.08076010393546507
ZW201500000054,2015,ZW,0.6852890791567894,0.5157901963227896,0.4506335282651072,0.4651034122002253,,,False,132.0,2015.0,R,-19.271027,27.442705,ZWGE72FL,Tsholotsho,Matabeleland North,Zimbabwe,ZWE,ZWGE72FL00000054.tif,24.671641791044777,20.68917742239156,split1,0.962641200372442
MZ201500000014,2015,MZ,-0.8449492744133886,0.3822281774252131,,,0.374,0.3957553058676655,True,68.0,2015.0,R,-24.656228,33.822672,MZGE71FL,Mandlakaze,Gaza,Mozambique,MOZ,MZGE71FL00000014.tif,41.92857142857143,30.02144993910176,split1,0.09904386713066204
ZM201800000346,2018,ZM,-0.4149773527024004,0.4197569178328797,0.4044444444444444,0.4174311926605504,0.43,0.4656679151061174,False,95.0,2018.0,R,-14.557393,30.834111,ZMGE71FL,Nyimba,Eastern,Zambia,ZMB,ZMGE71FL00000346.tif,21.608695652173918,17.696802298556737,split1,0.7568602599351387
UG201600000411,2016,UG,-1.4387059429582607,0.3304040029757029,0.4212962962962963,0.4348241590214067,,,False,136.0,2016.0,R,2.64953969132,32.4309826617,UGGE7AFL,Omoro,Gulu,Uganda,UGA,UGGE7AFL00000411.tif,22.85507246376812,20.817325478269325,split1,0.9284255573261057
BJ201700000292,2017,BJ,-1.527305533557703,0.3226708676988673,0.3658730158730159,0.3776212319790301,,,False,158.0,2017.0,R,9.325748,1.442969,BJGE71FL,Bassila,Donga,Benin,BEN,BJGE71FL00000292.tif,24.23684210526316,21.750628141766462,split1,0.6304963583890217
SN201900000158,2019,SN,-3.505420486361326,0.1500173551976728,0.1823148148148148,0.1881689602446483,0.339,0.352059925093633,False,161.0,2019.0,R,13.564825,-15.104386,SNGE8BFL,Medina yoro foula,Kolda,Senegal,SEN,SNGE8BFL00000158.tif,23.775,21.37132528187706,split1,0.16584276285338506
KE202200001373,2022,KE,2.3496541487478315,0.6610590417667358,0.6666666666666667,0.6880733944954128,,,False,131.0,2022.0,R,0.741711,34.669281,KEGE8AFL,Bungoma,Western,Kenya,KEN,KEGE8AFL00001373.tif,22.423076923076923,18.25541672381761,split1,0.03464631251761152
CI202100000477,2021,CI,-4.599876129511528,0.0544912530372209,0.0689571150097465,0.0711713342990503,,,False,129.0,2021.0,R,8.67449387691,-5.66708209028,CIGE81FL,Hambol,Vallee Du Bandama,Cote d'Ivoire,CIV,CIGE81FL00000477.tif,20.196969696969692,16.55036109015306,split1,0.19862925863968195
ZM201800000512,2018,ZM,2.344502310308047,0.6606093798291388,0.6521929824561403,0.6731349589570255,0.554,0.6204744069912611,True,129.0,2018.0,R,-13.513323,23.09588,ZMGE71FL,Zambezi,North-Western,Zambia,ZMB,ZMGE71FL00000512.tif,22.764705882352946,18.80625304635528,split1,0.9811441376346625
MD202100000399,2021,MD,-1.0404813069264132,0.36516178187928,0.3086744639376218,0.318586029293417,0.433,0.4694132334581773,False,140.0,2021.0,R,-16.398646,46.756861,MDGE81FL,Ambato Boeni,Boeny,Madagascar,MDG,MDGE81FL00000399.tif,25.51315789473684,21.827501564801302,split1,0.5775769907415067
